"name","genres","popularity","related_artists"
"Kimi Duplizzle","['french indie pop']",31,"['Jamison', 'AJA', 'Savannah Sgro']"
"Alizée","['french pop']",53,"['In-Grid', 'Geri Halliwell', 'Kate Ryan']"
"Iliona","['nouvelle chanson francaise']",53,"['Clio', 'Voyou', 'Pépite']"
"Belia Winnewisser","['electra', 'swiss experimental']",9,"['Aasthma', 'Anushka Chkheidze', 'Lara Sarkissian']"
"CHIPPIE","['house']",9,"['Tilmann Jarmer', 'Aaron Grav', 'Emma Poppins']"
"Imagination","['disco', 'classic soul']",36,"['Earth"
" Wind & Fire'"," 'Kool & The Gang']",NA,""
"MCR-T","['ghettotech']",54,"['horsegiirL', 'DBBD', 'Brutalismus 3000']"
"The Temptations","['classic soul', 'disco', 'memphis soul', 'motown', 'soul']",69,"['Marvin Gaye', 'Four Tops', 'Sam Cooke']"
"P.R2B","['nouvelle chanson francaise']",33,"['ELISA ERKA', 'LE NOISEUR', 'Pi Ja Ma']"
"frxzen","['slowed and reverb']",39,"['Henrik', 'LMRT', 'iilliaa']"
"GENER8ION","['escape room', 'metropopolis']",34,"['Ehla', 'Moussa', 'Ichon']"
"Loren Allred","['deep talent show', 'hollywood', 'movie tunes']",61,"['Michelle Williams', 'The Greatest Showman Ensemble', 'Ziv Zaifman']"
"Kungs","['edm', 'pop dance', 'uk dance']",71,"['Robin Schulz', ""Cookin' On 3 Burners"", 'Bob Sinclar']"
"Dennis Lloyd","['israeli pop']",66,"['Brando', 'Regard', 'Mr. Probz']"
"The Rare Occasions","['la indie']",66,"['Surf Curse', 'Cafuné', 'Will Paquin']"
"Romsii","['french indie pop,'french rap']",39,"['820ks', 'nelick', 'C.Cole']"
"Marcos Valle","['bossa nova', 'brazilian boogie']",53,"['Toco', 'Evinha', 'Quarteto Em Cy']"
"Chinwvr","['rap calme']",35,"['Juice', 'Senamo', 'Siwa']"
"Nara Leão","['bossa nova', 'brazilian jazz', 'mpb', 'samba', 'tropicalia', 'velha guarda']",52,"['Vinícius de Moraes', 'Elis Regina', 'Gal Costa']"
"Antônio Carlos Jobim","['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",70,"['João Gilberto', 'Astrud Gilberto', 'Stan Getz']"
"Masayoshi Takanaka","['classic japanese jazz']",58,"['CASIOPEA', 'Shigeru Suzuki', 'Makoto Matsushita']"
"JACK MARLOW","['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",80,"['JID', 'DJ Khaled', 'J. Cole']"
"Danny L Harle","['escape room', 'hyperpop', 'proto-hyperpop']",45,"['Doss', 'SONIKKU', 'Kingdom']"
"Orlandivo","['brazilian jazz']",30,"['Ed Lincoln', 'Eliana Pittman', 'Mario Castro Neves']"
"Gal Costa","['bossa nova', 'mpb', 'tropicalia']",63,"['Caetano Veloso', 'Milton Nascimento', 'Maria Bethânia']"
"Paloma Faith","['british soul', 'talent show', 'uk pop']",67,"['Adele', 'Sam Smith', 'Miley Cyrus']"
"Steve Monite","['afro-funk']",43,"['Idris Muhammad', 'Punkin Machine', 'Oby Onyioha']"
"Duran Duran","['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",71,"['Simple Minds', 'Billy Idol', 'INXS']"
"Elizeth Cardoso","['bossa nova', 'samba', 'velha guarda']",42,"['Marilia Medalha', 'Edu Lobo', 'Nara Leão']"
"PinkPantheress","['bedroom pop']",77,"['Steve Lacy', 'Frou Frou', 'Guy Sigsworth']"
"Renard Tortue","['french touch']",35,"['Oscar les vacances', 'Johnny Jane', 'St Graal']"
"Fiona Apple","['art pop', 'chamber pop', 'dark pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']",67,"['Weyes Blood', 'Elliott Smith', 'The Sundays']"
"Revers Gagnant","['new french touch']",43,"['Matild', 'AGAV', 'Bomel']"
"Miúcha","['bossa nova', 'mpb', 'velha guarda']",51,"['Adoniran Barbosa', 'Toquinho', 'Elis Regina']"
"Christine and the Queens","['art pop', 'electro-pop francais', 'metropopolis', 'shimmer pop']",59,"['London Grammar', 'Jessie Ware', 'Robyn']"
"Sam Ruffillo","['jazz house']",37,"['Kapote', 'Fimiani', 'Igor Gonya']"
"Frédéric Chopin","['classical', 'early romantic era', 'polish classical']",75,"['Franz Liszt', 'Ludwig van Beethoven', 'Johannes Brahms']"
"Sergei Rachmaninoff","['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",65,"['Felix Mendelssohn', 'Franz Schubert', 'Daniel Barenboim']"
"Wolfgang Amadeus Mozart","['classical', 'classical era']",77,"['Ludwig van Beethoven', 'Johannes Brahms', 'Academy of St. Martin in the Fields']"
"Selah Sue","['belgian pop', 'neo soul']",52,"[""Ben L'Oncle Soul"", 'Charlie Winston', 'Typh Barrow']"
"Mister V","['french hip hop', 'pop urbaine', 'rap francais']",53,"['Lefa', 'Sneazzy', 'Dosseh']"
"Kemar","['chanson humoristique']",16,"['Slick Brown', 'Jeilani', 'Meloyoung']"
"Melanie Martinez","['alt z', 'electropop', 'pop']",80,"['MARINA', 'Mother Mother', 'Ellise']"
"Smokey Bubblin' B","['ukg revival']",48,"['Lemtom', 'Dennis Quin', 'A.D.O.R.']"
"NOODS","['french touch']",5,"['Chemical Fame', 'Max Josef', 'Fred Owusu']"
"Lujipeka","['french hip hop', 'rap calme']",53,"['Georgio', 'KIK', 'Columbine']"
"cassö","['hypertechno', 'pop dance']",71,"[""Mondello'G"", 'Hypaton', 'Matt Sassari']"
"Cartola","['bossa nova', 'mpb', 'samba', 'velha guarda']",59,"['Chico Buarque', 'Adoniran Barbosa', 'MPB4']"
"Jessie J","['dance pop', 'pop']",73,"['Katy Perry', 'Demi Lovato', 'Fifth Harmony']"
"Barbara Pravi","['nouvelle chanson francaise']",60,"['Mentissa', 'Zaho de Sagazan', 'Pomme']"
"Luca Manotta","['bossa nova']",0,"['Zarzamora', 'La Bendita', 'Wild Mojarras']"
"Creeds","['hypertechno']",66,"['BENNETT', 'Quinten Circle', 'Lyente']"
"Paul Anka","['adult standards', 'canadian pop', 'easy listening', 'rock-and-roll']",64,"['The Platters', 'Frankie Valli', 'Bobby Vinton']"
"Ritt Momney","['bedroom pop']",55,"['Peach Tree Rascals', 'BENEE', 'Surfaces']"
"Christiane Legrand","['french movie tunes']",32,"['Jean Lussac', 'Jean Claude Corbel', 'Francois Le Roux']"
"Tim Maia","['brazilian boogie', 'brazilian soul', 'mpb']",66,"['Djavan', 'Cazuza', 'Gilberto Gil']"
"Poom","['french indie pop', 'french indietronica', 'french psychedelic']",32,"['Hypnolove', 'M.I.L.K.', 'Fernõ']"
"Niko B","['pop']",59,"['Sunship', 'C4STL3', 'Jhelisa']"
"Kraftwerk","['dusseldorf electronic', 'early synthpop', 'electro', 'proto-techno', 'synthpop']",53,"['DAF', 'Tubeway Army', 'Gary Numan']"
"Clean Bandit","['pop', 'uk dance', 'uk funky']",77,"['Zara Larsson', 'Ellie Goulding', 'The Chainsmokers']"
"Maurice Ravel","['classical', 'impressionism', 'neoclassicism', 'post-romantic era']",61,"['Sergei Rachmaninoff', 'Jean Sibelius', 'Franz Liszt']"
"UB40","['reggae fusion', 'uk reggae']",70,"['Big Mountain', 'Bob Marley & The Wailers', 'Jimmy Cliff']"
"LE NOISEUR","['nouvelle chanson francaise']",29,"['ELISA ERKA', 'P.R2B', 'Tim Dup']"
"Zac Efron","['hollywood', 'movie tunes', 'post-teen pop']",70,"['Hugh Jackman', 'The Greatest Showman Ensemble', 'Keala Settle']"
"Maxine Nightingale","['classic uk pop']",50,"['Frankie Valli & The Four Seasons', 'The Foundations', 'Jay & The Americans']"
"Ana Mazzotti","['samba-jazz']",39,"['Quinteto Ternura', 'Jorge Autuori', 'Rosinha De Valença']"
"Yussef Dayes","['british jazz', 'indie soul']",57,"['Alfa Mist', 'Charlie Stacey', 'Marco Bernardis']"
"Grand Soleil","['french indie pop', 'french indietronica']",34,"['You Man', 'Dombrance', 'Fred Nevché']"
"Naomi Lareine","['zurich indie']",31,"['Ladina', 'Zoë Më', 'ARRIE']"
"Dimitri From Paris","['disco house']",48,"['Art of Tones', 'Horse Meat Disco', 'Dr Packer']"
"Vinícius de Moraes","['bossa nova', 'mpb', 'samba', 'velha guarda']",61,"['Toquinho', 'Nara Leão', 'Elis Regina']"
"Tamba 4","['brazilian jazz', 'samba-jazz']",41,"['Roberto Menescal E Seu Conjunto', 'The Ipanemas', 'Agustin Pereyra Lucena']"
"Ricchi E Poveri","['classic italian pop']",66,"['Al Bano And Romina Power', 'Umberto Tozzi', 'Toto Cutugno']"
"Nikolai Rimsky-Korsakov","['avant-garde', 'classical', 'early modern classical', 'late romantic era', 'russian romanticism']",54,"['Orquestra Simfònica de Barcelona i Nacional de Catalunya', 'Royal Concertgebouw Orchestra', 'Léo Delibes']"
"Antonín Dvořák","['classical', 'czech classical', 'late romantic era']",63,"['Johannes Brahms', 'Daniel Barenboim', 'Claudio Abbado']"
"Voyou","['french indie pop', 'french indietronica', 'nantes indie', 'nouvelle chanson francaise']",45,"['Feu! Chatterton', 'Pépite', 'Clio']"
"The C90s","['nu disco']",34,"['Tony Castles', 'Scenic', 'Holy Ghost!']"
"Men I Trust","['indie pop', 'pov: indie']",72,"['Strawberry Guy', 'Vansire', ""Her's""]"
"Robin S","['diva house']",60,"['CeCe Peniston', 'Crystal Waters', 'Black Box']"
"Becky G","['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",79,"['KAROL G', 'Maluma', 'Manuel Turizo']"
"iñigo quintero","['pop']",68,"['ATL Jacob', 'Formula Speed', 'Manuel Turizo']"
"Hervé","['french indie pop', 'french pop', 'nouvelle chanson francaise']",41,"['Marie-Flore', 'Rouquine', 'Izïa']"
"Chemical Fame","['french touch']",4,"['NOODS', 'Fred Owusu', 'LeGer']"
"Darlly Maia","['bossa nova']",0,"['Encantoria', 'Caliandra Queima', 'Dinho Athayde']"
"LEISURE","['auckland indie', 'indie soul']",64,"['NEIL FRANCES', 'Two Another', 'Poolside']"
"Deep Purple","['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",67,"['Rainbow', 'Van Halen', 'Led Zeppelin']"
"Sade","['british soul', 'sophisti-pop']",77,"['Erykah Badu', 'Ms. Lauryn Hill', 'Amy Winehouse']"
"Molly","['electronic']",53,"['Swapa', 'che', 'The Act']"
"Natalia Lafourcade","['cantautora mexicana', 'latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",75,"['Julieta Venegas', 'Mon Laferte', 'Jósean Log']"
"Dusty Springfield","['adult standards', 'british invasion', 'folk rock', 'soul', 'vocal jazz']",68,"['Otis Redding', 'Bill Withers', 'The Zombies']"
"Piano Fantasia","['pop']",40,"['Sandy Marton', 'Ben Morfitt (SquidPhysics)', 'Michael Hunter']"
"JOYCA","['chanson virale', 'rap francais']",48,"['Squeezie', 'Mastu', 'Inoxtag']"
"Henri Salvador","['chanson']",51,"['Enzo Enzo', 'Pauline Croze', 'Claude Nougaro']"
"Gustav Holst","['british modern classical', 'classical', 'post-romantic era']",55,"['New York Philharmonic', 'Chicago Symphony Orchestra', 'Philadelphia Orchestra']"
"Brittany Howard","['black americana', 'modern blues rock', 'neo soul']",52,"['Arlo Parks', 'Aaron Frazer', 'Charlotte Day Wilson']"
"Christophe","['mellow gold', 'soft rock', 'yacht rock']",66,"['Chicago', 'Bread', 'Andy Gibb']"
"Fucking Fred","['chanson humoristique']",22,"['Les keke-boys', 'DaPoule', 'Lapsuceur']"
"Vanille","['nouvelle chanson francaise']",51,"['Laurie Darmon', 'AGAV', 'Iliona']"
"Surfaces","['bedroom soul']",67,"['Tai Verdes', 'Peach Tree Rascals', 'Ritt Momney']"
"The Magician","['belgian edm', 'house', 'nu disco']",65,"['Stevie Appleton', 'BLOND:ISH', 'Izzy Bizu']"
"BENEE","['alt z', 'nz pop']",65,"['WILLOW', 'Still Woozy', 'Dayglow']"
"RuPaul","['diva house', 'strut']",56,"['Alaska Thunderfuck', 'Todrick Hall', 'Bob the Drag Queen']"
"Jason Derulo","['dance pop', 'pop']",79,"['Flo Rida', 'Pitbull', 'Taio Cruz']"
"Ludwig van Beethoven","['classical', 'classical era', 'early romantic era', 'german romanticism']",73,"['Frédéric Chopin', 'Johannes Brahms', 'Berliner Philharmoniker']"
"Elis Regina","['bossa nova', 'brazilian jazz', 'mpb', 'samba']",63,"['Vinícius de Moraes', 'Toquinho', 'Nara Leão']"
"Alonzo","['french rap']",38,"['Bicho Alcaraz', 'El Primo', 'Diego Coss']"
"Franz Ferdinand","['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",70,"['Blur', 'The White Stripes', 'The Fratellis']"
"Roger Hodgson","['art rock', 'progressive rock', 'symphonic rock']",46,"['Alan Parsons', 'Marillion', 'Jon & Vangelis']"
"Pyotr Ilyich Tchaikovsky","['classical', 'late romantic era', 'russian romanticism']",71,"['Sir Simon Rattle', 'Berliner Philharmoniker', 'Antonio Vivaldi']"
"2TH","['rap calme']",45,"['Spider ZED', 'KIK', '47ter']"
"Massive Attack","['downtempo', 'electronica', 'trip hop']",68,"['Portishead', 'Air', 'Martina Topley-Bird']"
"Braaheim","['covertronica', 'hypertechno', 'slap house']",67,"['ILYAA', 'URBANO', 'Blaze U']"
"Salinas","['mexican pop', 'tejano']",72,"['Selena y los Dinos', 'A.B. Quintanilla III Y Los Kumbia Kings', 'Los Ángeles Azules']"
"Dionne Warwick","['adult standards', 'brill building pop', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",63,"['Roberta Flack', 'Barbra Streisand', 'Natalie Cole']"
"Bloodhound Gang","['alternative metal', 'comic', 'funk metal', 'funk rock', 'nu metal', 'rap rock']",63,"['The Offspring', 'Alien Ant Farm', 'Crazy Town']"
"Metronomy","['alternative dance', 'electronica', 'french indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'socal pop punk']",65,"['The Whitest Boy Alive', 'Parcels', 'Phoenix']"
"Ralph Vaughan Williams","['classical', 'early modern classical', 'post-romantic era']",53,"['Bournemouth Symphony Orchestra', 'Edward Elgar', 'Gerald Finzi']"
"Ace of Base","['eurodance', 'europop', 'new wave pop']",70,"['Haddaway', 'La Bouche', 'Madonna']"
"Myd","['filter house', 'french indie pop', 'french indietronica', 'new french touch']",53,"[""L'Impératrice"", 'Miel De Montagne', 'Polo & Pan']"
"Arc De Soleil","['indie rock']",65,"['Monster Rally', 'DARGZ', 'Menahan Street Band']"
"Gioachino Rossini","['classical', 'italian opera', 'italian romanticism']",55,"['Riccardo Muti', 'Jacques Offenbach', 'Georges Bizet']"
"Papooz","['french indie pop', 'french indietronica']",54,"['Moriarty', 'Ezéchiel Pailhès', 'Camp Claude']"
"Keala Settle","['broadway', 'hollywood', 'show tunes']",66,"['The Greatest Showman Ensemble', 'Hugh Jackman', 'Zac Efron']"
"Jimpster","['deep house', 'minimal tech house']",38,"['Fred Everything', 'Kevin Yost', 'Atjazz']"
"Natalie Cole","['adult standards', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",64,"['Dionne Warwick', 'Roberta Flack', 'Diana Ross']"
"Trei Degete","['pop']",37,"['Ambiance Skandal', 'Squeezie', 'JOYCA']"
"Channel Tres","['escape room', 'indie soul', 'la pop']",64,"['Jungle', 'KAYTRANADA', 'Leven Kali']"
"James Baker","['art pop', 'indie soul', 'indietronica', 'uk alternative pop']",70,"['Sampha', 'Frank Ocean', 'A$AP Rocky']"
"Marie-Flore","['french indie pop', 'french pop', 'nouvelle chanson francaise']",48,"['Noé Preszow', 'chien noir', 'Izïa']"
"Les keke-boys","['chopped and screwed', 'crunk', 'dirty south rap', 'houston rap']",54,"['Slim Thug', 'Pimp C', 'Big Moe']"
"Cage The Elephant","['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",76,"['GROUPLOVE', 'MGMT', 'alt-J']"
"Claude","['classical', 'impressionism', 'post-romantic era']",69,"['Erik Satie', 'Camille Saint-Saëns', 'Alice Sara Ott']"
"Dajak","['french pop']",33,"['Primero', 'Brass', 'Susanoô']"
"Miki","['french indie pop']",50,"['MELER', 'Manuel Lizarazo', 'Gonzalo Sarfatti']"
"Ed Lincoln","['brazilian jazz']",31,"['Orlandivo', 'Eliana Pittman', 'Johnny Alf']"
"Francis Lai","['classic soundtrack', 'french soundtrack', 'vintage french electronic']",60,"['Christian Gaubert', 'Armando Trovajoli', 'Gibran Alcocer']"
"The Righteous Brothers","['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly']",65,"['Roy Orbison', 'Ben E. King', 'The Platters']"
"Myla","['uk funky']",72,"['ArrDee', 'Tion Wayne', 'A1 x J1']"
"Michel Fugain & Le Big Bazar","['chanson française']",49,"['Alain Delon', 'Joe Dassin', 'Christophe']"
"Gavinco","['jazz house']",39,"['Madcat', 'Tom Jarmey', 'Yambow']"
"Shocking Blue","['nederpop']",52,"['Procol Harum', 'The Box Tops', 'The Zombies']"
"João Erbetta","['bossa nova']",44,"['Quarteto Jobim-Morelenbaum', 'Duo Flamingo', 'Roberto Menescal']"
"Identified Patient","['dutch experimental electronic', 'modern ebm']",20,"['Sophie du Palais', 'Gesloten Cirkel', 'Silent Servant']"
"Paolo Conte","['folk rock italiano']",56,"['Renato Carosone', 'Vinicio Capossela', 'Adriano Celentano']"
"MC Solaar","['french hip hop', 'jazz rap', 'old school rap francais']",55,"['IAM', 'Doc Gynéco', 'Akhenaton']"
"The Kinks","['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",66,"['T. Rex', 'The Who', 'Cream']"
"Mo'Kalamity","['african reggae', 'french reggae']",56,"['The Viceroys', 'Hollie Cook', 'Jr Thomas & The Volcanos']"
"Jeanne Cherhal","['chanson', 'french rock', 'nantes indie', 'nouvelle chanson francaise']",39,"['Benjamin Biolay', 'Arthur H', 'Alex Beaupain']"
"Gipsy Kings","['flamenco', 'rumba', 'world']",67,"['Buena Vista Social Club', 'Julio Iglesias', 'Sérgio Mendes']"
"Guillaume Teyssier","['french indie pop']",3,"['La Dame Noir', 'Drugface', 'The Magic Ray']"
"WILLOW","['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",72,"['Doja Cat', 'Tyler Cole', 'BENEE']"
"Central Line","['brit funk', 'post-disco']",29,"['Instant Funk', 'Unlimited Touch', 'Inner Life']"
"Omar Souleyman","['arab pop', 'dabke', 'syrian pop']",41,"['Rizan Said', 'Hassan Abou Seoud', '47SOUL']"
"Tyla","['pop']",77,"['Ayra Starr', 'Muni Long', 'Tems']"
"K'NAAN","['reggae fusion']",63,"['Gym Class Heroes', 'Capital Cities', 'American Authors']"
"The Growlers","['garage rock revival', 'indie garage rock', 'indie surf']",60,"['The Buttertones', 'Twin Peaks', 'Beach Fossils']"
"Izzy Bizu","['british soul']",58,"['PNAU', 'Zak Abel', 'The Magician']"
"kryptogram","['ukg revival']",48,"['Fabich', 'DELACOUR', 'MATVEÏ']"
"Leo Roi","['rap calme']",36,"['Spider ZED', 'Nusky', 'SEB']"
"Rachid Taha","['arab folk', 'belly dance', 'classic arab pop', 'rai']",48,"['Faudel', 'Idir', 'Alabina']"
"Jax Jones","['dance pop', 'edm', 'house', 'pop dance', 'uk dance']",73,"['Ella Henderson', 'Felix Jaehn', 'Joel Corry']"
"Vedo","['pop r&b']",62,"['Eric Bellinger', 'Queen Naija', 'Ella Mai']"
"Leo Sayer","['mellow gold', 'soft rock']",58,"['Captain & Tennille', 'Dr. Hook', 'Tony Orlando & Dawn']"
"Candi Staton","['southern soul']",59,"['Sister Sledge', 'Chaka Khan', 'Womack & Womack']"
"White Town","['derby indie']",55,"['DNA', 'Edwyn Collins', 'Soft Cell']"
"Edu Lobo","['bossa nova', 'mpb', 'samba', 'velha guarda']",42,"['Elizeth Cardoso', 'Baden Powell', 'Sivuca']"
"GAYLE","['alt z', 'modern alternative pop']",63,"['Lil Nas X', 'Leah Kate', 'Rosa Linn']"
"21 Savage","['atl hip hop', 'hip hop', 'rap']",89,"['Metro Boomin', 'Offset', 'Travis Scott']"
"JVKE","['modern indie pop', 'pov: indie', 'singer-songwriter pop']",77,"['Em Beihold', 'Stephen Sanchez', 'd4vd']"
"Yot Club","['bedroom pop']",68,"['Vacations', 'Eyedress', 'Strawberry Guy']"
"GROOVY","['hip-hop']",54,"['B Jack$', 'Essosa', 'Clara La San']"
"ELOI","['hyperpop']",37,"['CHORIBABY', 'Ojos', 'TOMASI']"
"Nils Handz","['french indie pop,'french rap']",13,"['Checler', 'EMILE', 'Arthur Ely']"
"Liv del Estal","['french pop']",31,"['Dani Terreur', 'Hélène Sio', 'Mauvaise Bouche']"
"Clementine","['uk dance']",68,"['Sonny Fodera', 'Jazzy', 'D.O.D']"
"Frances Forever","['bedroom pop', 'indie pop']",50,"['Wabie', 'Beach Bunny', 'mxmtoon']"
"Lil Yachty","['atl hip hop', 'melodic rap', 'rap', 'trap']",81,"['Future', 'Playboi Carti', 'Young Nudy']"
"Claire Laffut","['french indie pop']",43,"['Alice et Moi', 'La Belle Vie', 'The Pirouettes']"
"Katya Lel","['russian pop']",58,"['Tanin Jazz', 'Britney Manson', 'Lilithzplug']"
"Molchat Doma","['belarusian indie', 'russian post-punk', 'sovietwave']",65,"['Lebanon Hanover', 'Mareux', 'Crystal Castles']"
"Yuki Hayashi","['anime score', 'japanese soundtrack']",62,"['Hiroaki Tsutsumi', 'Hiroyuki Sawano', 'KOHTA YAMAMOTO']"
"The Chainsmokers","['pop']",83,"['Daya', 'Ellie Goulding', 'Clean Bandit']"
"fromis_9","['k-pop', 'k-pop girl group']",64,"['YENA', 'NMIXX', 'STAYC']"
"Nathan Dawe","['pop dance', 'uk dance']",64,"['Becky Hill', 'Ella Henderson', 'Jax Jones']"
"TOMORROW X TOGETHER","['k-pop', 'k-pop boy group']",78,"['ENHYPEN', 'Stray Kids', 'ATEEZ']"
"Yann Tiersen","['compositional ambient', 'french soundtrack']",67,"['Ludovico Einaudi', 'Daniel Hope', 'Konzerthaus Kammerorchester Berlin']"
"Zokush","['r&b francais', 'rap francais']",54,"['Kerchak', 'Beendo Z', 'JKSN']"
"HENRY","['k-pop']",54,"['CHEN', 'Eddy Kim', 'AILEE']"
"ENHYPEN","['anime', 'k-pop boy group']",81,"['TOMORROW X TOGETHER', 'Stray Kids', 'SEVENTEEN']"
"Dan + Shay","['contemporary country', 'country', 'country road']",70,"['Maren Morris', 'Brett Young', 'Sam Hunt']"
"Jimmy Brown","['bedroom r&b']",51,"['Sweet The Kid', 'amin', 'oceanfromtheblue']"
"8D Tunes","['8d']",64,"['Shake Music', 'DRILL GATES', 'kiwi']"
"TAEYEON","['k-pop']",66,"['IU', 'AKMU', 'HEIZE']"
"MK","['house', 'pop dance']",68,"['D.O.D', 'Clementine Douglas', 'Carla Monroe']"
"Shiloh Dynasty","['lo-fi chill', 'sad lo-fi']",76,"['CORBAL', 'LRN Slime', 'Timmies']"
"『ユイカ』","['japanese teen pop']",58,"['ロクデナシ', 'Lilas Ikuta', 'Riria.']"
"Stray Kids","['k-pop', 'k-pop boy group', 'pop']",85,"['ENHYPEN', 'TOMORROW X TOGETHER', 'ATEEZ']"
"The Deli","['deep g funk', 'hyphy']",25,"['Damu', 'Mr. Mike', 'Guce']"
"James Blake","['art pop', 'indie soul', 'indietronica', 'uk alternative pop']",70,"['Sampha', 'Frank Ocean', 'A$AP Rocky']"
"squeezy X","['trap beats']",20,"['Backyard Ballet', 'ZLZL', 'Polis Sitz']"
"NCT 127","['k-pop', 'k-pop boy group']",69,"['NCT U', 'TAEYONG', 'NCT DREAM']"
"Levent Geiger","['singer-songwriter pop']",48,"['Carter Ryan', 'Crash Adams', 'Ryan Mack']"
"Hiroyuki Sawano","['anime score', 'japanese soundtrack']",66,"['Yuki Hayashi', 'KOHTA YAMAMOTO', 'Yutaka Yamada']"
"Leellamarz","['k-rap', 'korean r&b']",54,"['TOIL', 'Kim Seungmin', 'GIRIBOY']"
"UKISS","['k-pop', 'k-pop boy group']",39,"['BOYFRIEND', 'MBLAQ', 'ZE:A']"
"Train","['dance pop', 'neo mellow', 'pop', 'pop rock']",76,"['fun.', 'The Script', 'WALK THE MOON']"
"Nightcore Fantasy","['nightcore', 'sped up']",71,"['ARIZONATEARS', 'Speed Radio', 'mikeeysmind']"
"j-hope","['k-pop', 'k-rap']",74,"['RM', 'Agust D', 'ATEEZ']"
"Bobby Vandamme","['german hip hop']",67,"['Aymen', 'Jamal', 'HoodBlaq']"
"Lay Bankz","['jersey club']",68,"[""Aliyah's Interlude"", 'Shy Smith', 'Flo Milli']"
"LE SSERAFIM","['k-pop girl group']",81,"['aespa', 'ILLIT', 'NewJeans']"
"Kanoé","['rap francais']",46,"['Rémy', 'Raplume', 'Diddi Trix']"
"JUNNY","['korean r&b']",57,"['GEMINI', 'Dvwn', 'Seori']"
"FiNCH","['tekk']",69,"['Tream', 'treamiboii', 'HBz']"
"Epigenesis","['Error']",0,"['Error']"
"The 1975","['Error']",0,"['Error']"
"Liam Mour","['Error']",0,"['Error']"
"Imala Zir","['Error']",0,"['Error']"
"IVE","['Error']",0,"['Error']"
"Rayno","['Error']",0,"['Error']"
"Alexander Eder","['Error']",0,"['Error']"
"Sam Gellaitry","['Error']",0,"['Error']"
"DVRST","['Error']",0,"['Error']"
"James Matthéus","['Error']",0,"['Error']"
"sauvignontrash","['Error']",0,"['Error']"
"Kuma","['Error']",0,"['Error']"
"Zerb","['Error']",0,"['Error']"
"Loïc Nottet","['Error']",0,"['Error']"
"Hoody","['Error']",0,"['Error']"
"Janus Rasmussen","['Error']",0,"['Error']"
"Harry Styles","['Error']",0,"['Error']"
"Riley Lee","['Error']",0,"['Error']"
"TAEMIN","['Error']",0,"['Error']"
"Triangular Prism III","['Error']",0,"['Error']"
"Southern Shores","['Error']",0,"['Error']"
"Echoes Of Time","['Error']",0,"['Error']"
"Lo-Fox","['Error']",0,"['Error']"
"Penelope Trappes","['Error']",0,"['Error']"
"kokoro","['Error']",0,"['Error']"
"Alleviation","['Error']",0,"['Error']"
"Jordy Chandra","['Error']",0,"['Error']"
"Wilkinson","['Error']",0,"['Error']"
"Huey Daze","['Error']",0,"['Error']"
"Behani","['Error']",0,"['Error']"
"Drilland","['Error']",0,"['Error']"
"LE RISQUE","['Error']",0,"['Error']"
"Nate Ruess","['modern rock']",70,"['Adele', 'P!nk', 'Christina Perri']"
"Băng Tâm","['vietnamese pop']",26,"['Quỳnh Trang', 'Tâm Đoan', 'Bảo Yến']"
"Summer Cocktail Crew","['bossa nova cover']",35,"['Bossa de Carnaval', 'The Bacalhau Quintet', 'Brothers of Bossa']"
"Green Piccolo","['phonk']",32,"['Yungmaple', 'sword', 'BACKWHEN']"
"Blvk","['anime drill', 'anime rap']",35,"['Drip$tick', 'Jamar Rose', 'Mir Blackwell']"
"chien noir","['french pop', 'nouvelle chanson francaise']",48,"['Marie-Flore', 'Noé Preszow', 'Coline Rio']"
"BTS","['k-pop', 'k-pop boy group', 'pop']",87,"['BLACKPINK', 'TWICE', 'TOMORROW X TOGETHER']"
"Linked Horizon","['anime', 'otacore']",61,"['Masatoshi Ono', 'FLOW', 'VK Blanka']"
"Samuel Kim","['anime lo-fi']",63,"['Yasuharu Takanashi', 'Yuki Hayashi', 'KOHTA YAMAMOTO']"
"Ai Higuchi","['japanese alternative pop']",54,"['Goose house', 'Soushi Sakiyama', 'YOASOBI']"
"Nuit Incolore","['french pop']",56,"['Pierre de Maere', 'Jeck', 'Hoshi']"
