artistName,artistPop,artistGenre,artistRelated
David Ball,45,"classic country pop, country, country road","Aaron Tippin, Mark Chesnutt, Confederate Railroad"
Pecos & the Rooftops,59,"modern country pop, red dirt","Southall, Koe Wetzel, Whiskey Myers"
Donny Hathaway,56,"chicago soul, classic soul, funk, neo soul, quiet storm, soul, southern soul","Al Green, Bobby Womack, Harold Melvin & The Blue Notes"
Umberto Tozzi,61,"classic italian pop, italian adult pop","Al Bano And Romina Power, Toto Cutugno, Ricchi E Poveri"
Kesha,81,"dance pop, pop","Katy Perry, Britney Spears, will.i.am"
Tracy Lawrence,61,"arkansas country, contemporary country, country, country road","Clay Walker, Shenandoah, Tracy Byrd"
The Smashing Pumpkins,75,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge","Soundgarden, Pixies, Alice In Chains"
The Japanese House,66,"indie pop, indietronica, modern dream pop, pov: indie, vapor soul","Del Water Gap, Rachel Chinouriri, Remi Wolf"
Natalie Imbruglia,67,"dance pop, europop, lilith, new wave pop, pop rock","Dido, 4 Non Blondes, The Calling"
Cowgirl Clue,38,hypnagogic pop,"Kitty, Slater, The Hellp"
Quavo,81,"atl hip hop, melodic rap, rap, trap","Future, Gunna, Ty Dolla $ign"
Alan Stivell,35,"breton folk, celtic","Dan Ar Braz, Malicorne, Rozenn Talec"
Spin Doctors,61,"pop rock, post-grunge","Semisonic, Chumbawamba, Counting Crows"
Skullcrusher,41,"countrygaze, small room","Lomelda, Florist, Squirrel Flower"
Desire,39,rage rap,"sgpwes, iayze, GOONIE"
Billy Joel,79,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock","Don McLean, Elton John, Daryl Hall & John Oates"
Golemm,45,chill breakcore,"Mayo., strxwberrymilk, NANORAY"
glwzbll,57,slowcore,"BLESSED MANE, STM, Viliam Lane"
Ayesha Erotica,72,hyperpop,"MISS LUXURY, 6arelyhuman, Tila Tsoli"
The Buggles,58,"early synthpop, new wave pop, zolo","Dexys Midnight Runners, Soft Cell, Dead Or Alive"
Dalida,60,chanson,"Charles Aznavour, Alain Delon, Joe Dassin"
Yameii Online,49,"glitchcore, hyperpop","Deko, SEBii, oaf1"
Darius Rucker,67,"black americana, contemporary country, country, country road","Zac Brown Band, Blake Shelton, Luke Bryan"
Katrina & The Waves,63,new wave pop,"The Proclaimers, Kiki Dee, Culture Club"
Esther Rose,39,new orleans americana,"The Lostines, Dean Johnson, Cactus Lee"
Mitski,84,"brooklyn indie, pov: indie","TV Girl, Rio Romeo, Roar"
juju<3,64,pov: indie,"TV Girl, Rio Romeo, Roar"
Big Ali,61,french rap,"DJ Assad, Black M, ""Sexion dAssaut"""
Pet Shop Boys,69,"dance rock, new romantic, new wave, new wave pop, permanent wave, synthpop","Erasure, The Human League, Orchestral Manoeuvres In The Dark"
The Panhandlers,48,"classic texas country, red dirt, texas country","John Baumann, Shane Smith & the Saints, William Clark Green"
Carly Pearce,64,"contemporary country, country, country road","Lauren Alaina, Maddie & Tae, MacKenzie Porter"
Wet Leg,59,"crank wave, indie rock","Wolf Alice, The Last Dinner Party, Le Tigre"
Gwen Stefani,75,"dance pop, pop","Britney Spears, Fergie, Nelly Furtado"
Linda Ronstadt,62,"country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock","Crystal Gayle, James Taylor, Gordon Lightfoot"
Johnny Mathis,55,"adult standards, easy listening","Jack Jones, Perry Como, Matt Monro"
Montgomery Gentry,58,"contemporary country, country, country road","Craig Morgan, Trace Adkins, Joe Nichols"
Clyde McPhatter,36,"doo-wop, rhythm and blues","Darlene Love, Charles Brown, The Commanders"
Josh Turner,66,"contemporary country, country, country road","Brooks & Dunn, Alan Jackson, Brad Paisley"
Faith Hill,63,"contemporary country, country, country dawn, country road","Martina McBride, Lonestar, Lee Ann Womack"
Tone-Loc,50,"freestyle, hip house, miami bass","Young MC, Tag Team, Marky Mark And The Funky Bunch"
Tucker Wetmore,71,modern country pop,"ERNEST, Bailey Zimmerman, Ella Langley"
Peake,26,electronic,"o0o, emotegi, archive computer"
Tony Bennett,63,"adult standards, easy listening, lounge, vocal jazz","Ella Fitzgerald, Harry Connick, Jr., Nat King Cole"
Oasis,82,"beatlesque, britpop, madchester, permanent wave, rock","Blur, ""Noel Gallaghers High Flying Birds"", Red Hot Chili Peppers"
The Red Clay Strays,72,modern country pop,"Josh Meloy, Wyatt Flores, Zach Bryan"
Village People,61,"disco, new wave pop, soft rock","Rick Astley, Gloria Gaynor, The Weather Girls"
Trisha Yearwood,58,"contemporary country, country, country dawn, country road","Jo Dee Messina, Reba McEntire, Sara Evans"
Ceza,66,"azeri rap, turkish hip hop","No.1, Yener Çevik, Diyar Pala"
David Allan Coe,59,"country, outlaw country","Johnny Paycheck, Hank Williams, Jr., Merle Haggard"
The Strokes,78,"alternative rock, garage rock, modern rock, permanent wave, rock","Radiohead, Pixies, Franz Ferdinand"
Dead Or Alive,60,"hi-nrg, new romantic, new wave pop, synthpop","Soft Cell, Eurythmics, Dave Stewart"
Carly Simon,65,"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock","Carole King, Don McLean, Fleetwood Mac"
The Outfield,71,power pop,"Journey, Men At Work, Foreigner"
Olivia Rodrigo,89,pop,"Taylor Swift, Conan Gray, Billie Eilish"
MIMIDEATH,48,"chill breakcore, hyperpop, plunderphonics","C4FF31N3, Metaroom, hkmori"
aldrch,40,"hyper-rock, hyperpop","Vaeo, rouri404, Endie"
damon r.,40,electronic,"anna luna, Somewhere Special, MGNA Crrrta"
Internet Girl,46,"hyperpop, modern alternative pop","tsubi club, 4cf, kurtains"
webcage,31,hyperpop,"saoirse dream, gabby start, tracey brakes"
ivri,56,hyper-rock,"Naveih, Pity Party (Girls Club), Love Spells"
tsubi club,46,hyperpop,"Internet Girl, kurtains, ericdoa"
Fraxiom,43,"glitchcore, hyperpop","Gupi, food house, Maple"
estelle allen,28,"hyper-rock, hyperpop","dynastic, DJ Re:Code, saoirse dream"
saoirse dream,33,"dariacore, hyperpop","webcage, tracey brakes, gabby start"
mint,54,"contemporary r&b, minneapolis sound, new jack swing, r&b","Jodeci, Jon B., SWV"
cookii,21,"hyperpop, proto-hyperpop","RILEY THE MUSICIAN, Ravenna Golden, Hearteyes"
han.irl <3,32,"electropop, dance pop","Ryan Hall, Musa, Elroy"
lucidbeatz,68,electronic,"mikeeysmind, Clams Casino, IVOXYGEN"
luvwillow,48,"epunk, scenecore","zeija, Vampyx, 03osc"
trndytrndy,40,hyperpop,"Ilykimchi, Caleb Peters, drama trial"
fussy,44,electronic,"ISOxo, Knock2, Eliminate"
quinnie,53,"bedroom pop, indie pop","Leith Ross, Frankie Cosmos, Wasia Project"
aldn,59,"glitchcore, hyperpop","adore, otuka, Novulent"
Chance Peña,74,singer-songwriter pop,"Richy Mitch & The Coal Miners, Noah Kahan, Jonah Kagen"
Artemas,80,alternative,"Isabel LaRosa, Shy Smith, Djo"
kmoe,42,"glitchcore, hyperpop","blackwinterwells, 8485, gabby start"
siouxxie sixxsta,57,"glitchcore, hyperpop, scenecore, sped up","Punkinloveee, Ezekiel, hoshie star"
KidSnorlax,44,"glitchcore, scenecore, weirdcore","syris, LyteSpeed, Xaxanity"
Deko,45,glitchcore,"SEBii, Yameii Online, oaf1"
glaive,65,"glitchcore, hyperpop, proto-hyperpop","ericdoa, kurtains, juno"
Vierre Cloud,59,"sped up, weirdcore","Ezekiel, Guy Sigsworth, Kinneret"
Tatli,52,gym hardstyle,"Asentrix, EXILED, ANGUISH"
d3r,57,"krushclub, scenecore","blood pup, wujek, Pröz"
Magnolia Payne,17,electronic,"biblemami, dear cupid., Big Softy"
qtae,30,scenecore,"maxo xoxo, ronin, roshyw"
vai5000,25,electropop,"mint, tjweaver, Kaydence May"
Reddish Blu,20,pop,"Belis, DESTROY BORING, dapurr"
NUFFER,8,pop,"luminism, tarnisher, Rafa"
фрози,71,sped up,"Tomo, George Kipa, Mwizz"
Babebee,32,modern indie pop,"DESTROY BORING, Belis, RUNNER BOY"
Grupo Frontera,86,musica chihuahuense,"Carin Leon, Christian Nodal, Xavi"
kina eile,5,hyperpop,"BLOODiDOL, Focus Group, namyu"
dashie,16,phonk,"Ssj9k, The Spaceman: Chaos, Lil Broomstick"
Basement Jaxx,55,"alternative dance, big beat, electronica","Fatboy Slim, Bodyrox, Audio Bullys"
Ella Langley,72,modern country pop,"Tucker Wetmore, Lainey Wilson, Riley Green"
Bi-2,53,"belarusian pop, belarusian rock, classic russian rock, russian alternative rock, russian punk, russian rock","Splean, Mumiy Troll, Gorod 312"
m1v,48,scenecore,"KidSnorlax, Kaneda7, Xaxanity"
Xalxuri,35,classic russian rock,"Валерий Петряев, Александр Есин, Mark Bernes"
Bellaire,51,jazz house,"Coeo, Folamour, Afro Medusa"
Ursa Major,19,indie pop,"Alora Farenweh, Condifiction, ButterscotchBread"
Otis Redding,72,"classic soul, memphis soul, soul, soul blues, southern soul, vocal jazz","Sam Cooke, Bill Withers, Al Green"
Peggy Gou,68,"electra, float house","Abel Balder, ANOTR, Kah-Lo"
Noriel Vilela,36,bossa nova,"Os Originais Do Samba, Wilson Simonal, Di Melo"
One Direction,90,"boy band, pop, post-teen pop, talent show","The Vamps, Shawn Mendes, Justin Bieber"
Pink Floyd,80,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock","Led Zeppelin, The Doors, David Bowie"
Ziv Zaifman,58,show tunes,"Michelle Williams, The Greatest Showman Ensemble, Zac Efron"
beabadoobee,81,"bedroom pop, bubblegrunge, indie pop, pov: indie","Clairo, Laufey, Faye Webster"
João Donato,52,"bossa nova, brazilian jazz, piano mpb","Quarteto Jobim-Morelenbaum, The Ipanemas, Luiz Bonfá"
Varnish La Piscine,37,swiss hip hop,"Makala, Rico TK, Enchantée Julia"
Etta James,72,"jazz blues, soul, soul blues, torch song, vocal jazz","Nina Simone, Al Green, Otis Redding"
Toquinho,63,"bossa nova, mpb, samba, violao","Vinícius de Moraes, Elis Regina, Chico Buarque"
Juliette Armanet,56,"chanson, electro-pop francais, french indie pop, french pop, nouvelle chanson francaise","Clara Luciani, Izïa, Julien Doré"
Zola,38,"art pop, dark pop, grave wave, metropopolis, neo-synthpop, noise pop, spectra","Exitmusic, Fear of Men, Lydia Ainsworth"
Mayra Andrade,54,"afropop, morna","Bonga, Cesária Evora, Fatoumata Diawara"
LF SYSTEM,64,uk dance,"Eliza Rose, Tom Santa, Interplanetary Criminal"
Kali Uchis,85,colombian pop,"Steve Lacy, SZA, Doja Cat"
Clio,49,"french synthpop, nouvelle chanson francaise","Iliona, Voyou, Coline Rio"
L'Impératrice,65,"french indie pop, french indietronica, french synthpop","Lewis OfMan, Parcels, Miel De Montagne"
Sevdaliza,77,"alternative r&b, persian electronic","Yseult, Pabllo Vittar, Lady Gaga"
Air,64,"ambient pop, downtempo, electronica, indietronica, trip hop","Massive Attack, Portishead, Beth Hirsch"
Møme,52,"new french touch, nice indie","Ricky Ducati, Moi Je, Sonny Alven"
Gilbert O'Sullivan,58,"bubblegum pop, soft rock","B.J. Thomas, John Lennon, Bee Gees"
Smash Mouth,68,"pop rock, post-grunge","Blue Swede, Chumbawamba, Björn Skifs"
Alkpote,48,"french hip hop, pop urbaine, rap francais","Guizmo, Seth Gueko, Caballero & JeanJass"
Nico & Vinz,63,afrobeats,"OMI, Mike Posner, R. City"
Videoclub,65,"french indie pop, french synthpop","Mattyeux, Adèle Castillon, Vendredi sur Mer"
Polo & Pan,62,"dark disco, electro-pop francais, french indietronica","Kid Francescoli, Kazy Lambist, ""LImpératrice"""
João Gilberto,65,"bossa nova, brazilian jazz, cool jazz, jazz guitar, samba, violao","Antônio Carlos Jobim, Luiz Bonfá, Astrud Gilberto"
Real McCoy,56,"diva house, eurodance, german techno, hip house","Amber, No Mercy, SNAP!"
Gilberto Gil,67,"bossa nova, mpb, samba, tropicalia, violao","Djavan, Caetano Veloso, Tim Maia"
China Moses,37,french movie tunes,"Damien Ferrette, Assitan Dembele, Norma Ray"
Lewis OfMan,52,"french indie pop, french indietronica","""LImpératrice"", Miel De Montagne, Paradis"
Bruno Berle,39,musica alagoana,"Sessa, Ítallo, Gabriel da Rosa"
Vladimir Cauchemar,54,electronic,"Asdek, Todiefor, Lorenzo"
Myth Syzer,47,"french indie pop,french rap","Krisy, Zuukou mayzie, Jazzy Bazz"
Young Coconut Drink,9,"french indie pop,french rap","EMILE, Marty de Lutece, Morgan"
Valentino Vivace,31,swiss indie,"Popa, Luca Vasta, ""Dovè Liana"""
Tao Mon Amour,46,french indie pop,"""Tys Music"", Laurindo Almeida, Alejandro Vargas"
Malik Djoudi,50,"french indie pop, french indietronica, french synthpop, nouvelle chanson francaise","Flavien Berger, Pépite, Isaac Delusion"
Eliza Rose,61,house,"Interplanetary Criminal, LF SYSTEM, Tom Santa"
Folie's,54,french rap,"JYEUHAIR, Dalí, Orrage"
Player,59,"soft rock, yacht rock","Commodores, Bee Gees, 10cc"
M.I.A.,68,"escape room, indietronica, new rave","Yeah Yeah Yeahs, Nelly Furtado, Gwen Stefani"
Steve Lacy,83,afrofuturism,"Mac DeMarco, Tyler, The Creator, Hotel Ugly"
Vulfpeck,60,"ann arbor indie, funk rock, instrumental funk","The Fearless Flyers, Cory Wong, Fat Night"
Le Club,33,french rap,"Haristone, Aladin 135, 2zer"
Jorge Ben Jor,65,"bossa nova, manguebeat, mpb, samba, samba-rock, tropicalia","Novos Baianos, Cartola, Quarteto Em Cy"
Sister Nancy,54,dancehall queen,"Dawn Penn, iNi Kamoze, Barrington Levy"
Lemtom,46,rally house,"JAYC, JACK MARLOW, ""Smokey Bubblin B"""
ANNA,77,"italian hip hop, italian pop","Tony Effe, Niky Savage, Geolier"
Jean Dujardin,42,chanson humoristique,"Lorenzo, Lujipeka, KIK"
William DeVaughn,46,"classic soul, philly soul","The Blackbyrds, Delegation, Gwen McCrae"
Obskür,60,"irish electronic, rally house","LOSTBOYJAY, Sosa UK, Dennis Quin"
Midnight Magic,41,"balearic, nu disco","40 Thieves, Punkin Machine, Parallel Dance Ensemble"
Campbell,60,drum and bass,"Alcemist, Bou, Flowdan"
Chris Lake,70,"bass house, edm, electro house, house, melbourne bounce, pop dance, tech house, uk dance","Dom Dolla, FISHER, Mau P"
7 Jaws,32,"french hip hop, rap calme, rap francais","BATTLE KiDS, Sanmyu-, Cortile"
Flavien Berger,48,"french indie pop, french indietronica, french synthpop","Malik Djoudi, Jacques, Pépite"
Bolivard,40,new french touch,"Bomel, AGAV, Clea Vincent"
Corine,65,"british soul, neo soul, pop soul, soul","Sixpence None The Richer, Alicia Keys, Lily Allen"
Jayda G,51,canadian electronic,"Folamour, kryptogram, ""Barry Cant Swim"""
Julio Secchin,57,nova mpb,"Rebeca, Fran, Rodrigo Alarcon"
Luiz Bonfá,56,"bossa nova, brazilian jazz, jazz guitar, samba-jazz, violao","João Gilberto, João Donato, João Gilberto Quintet"
Looking Glass,62,sunshine pop,"King Harvest, Elvin Bishop, Daryl Hall & John Oates"
Barbara Boeing,22,eletronic,"DJ CITY, Mute, Philippa"
Les Jones,31,country,"AmineMaTue, Charles Ludig, Jean Dujardin"
Discobitch,44,electronic,"One-T, The Shock Band, Mondotek"
LOSTBOYJAY,57,rally house,"Obskür, Borai & Denham Audio, ANOTR"
Elia y Elizabeth,42,tropical alternativo,"DjeuhDjoah, Lieutenant Nicholson, Voilaaa"
Moussa,37,french indietronica,"Ichon, Mr GISCARD, HIBA"
Dayglow,66,"austindie, indie rock, pov: indie","Wallows, ""Hers"", COIN"
Miel De Montagne,52,"french indie pop, french indietronica","Clea Vincent, Pépite, Lewis OfMan"
Douglas Germano,48,"nova mpb, samba paulista","Los Sebosos Postizos, Di Melo, Os Originais Do Samba"
Dmitri Shostakovich,61,"classical, compositional ambient, russian modern classical","Antonín Dvořák, Claudio Abbado, Lorin Maazel"
La Femme,62,"french indie pop, french indietronica, french psychedelic, french rock","Juniore, Rebeka Warrior, Pépite"
Noé Preszow,49,"french pop, nouvelle chanson francaise","Gaëtan Roussel, Marie-Flore, Foé"
AGAV,48,french indie pop,"Matild, Miel De Montagne, Vanille"
Lou Reed,65,"classic rock, glam rock, permanent wave, rock, singer-songwriter","Patti Smith, Bob Dylan, Neil Young"
Vendredi sur Mer,58,"french indie pop, french indietronica","Videoclub, Mattyeux, Adèle Castillon"
Maxence,36,rap calme,"Olympe Chabert, James Baker, Thomas Gauthier"
HIBA,24,"french indie pop,french rap","Moussa, Ténéré, EMILE"
SALES,60,orlando indie,"Harmless, Verzache, Mild High Club"
Musical Youth,53,uk reggae,"iNi Kamoze, Sister Nancy, Big Mountain"
Naeleck,71,"electro, hypertechno","POLTERGST, Sonny Wern, Timmy Trumpet"
Billy Mack,25,pop rock,"Kathryn Jones, Dominik Hauser, Katie Campbell, Stephen Bell"
Mina,61,"classic italian pop, italian adult pop, ye ye","Gino Paoli, Ornella Vanoni, Patty Pravo"
Senna,41,chanson humoristique,"krage, THE SIXTH LIE, Tielle"
August Moon,53,"pop, pop rock","Nicholas Galitzine, Perrie, Victoria Justice"
Yanns,54,french pop,"RIDSA, Soprano, ""Keen V"""
Max Boublil,37,"chanson humoristique, chanson paillarde","Mickael Miro, Fatal Bazooka, Kamini"
futurebae,37,"house, pop house","Tropikel Ltd, Schorl3, TimmyT"
Anthony Lazaro,53,jazz pop,"corner club, Jason LaPierre, Matthew Ifield"
Laurent Voulzy,50,"chanson, french pop","Eddy Mitchell, Marc Lavoine, Alain Souchon"
Abbe Lane,24,"pop, italian pop, italian","Stephane Huguenin, Tony Dallara, Cocki Mazzetti"
Dexys Midnight Runners,62,"new romantic, new wave, new wave pop","Kiki Dee, The Buggles, Daryl Hall & John Oates"
Redbone,68,"native american contemporary, native american traditional","Rupert Holmes, Blue Swede, Björn Skifs"
Françoise Hardy,61,"chanson, ye ye","Brigitte Bardot, Dalida, Christophe"
Feu! Chatterton,48,"french indie pop, french indietronica, french rock, nouvelle chanson francaise","Voyou, Odezenne, Bertrand Belin"
Dj Weedim,38,french hip hop,"Biffty, Alkpote, Deadi"
Julio Iglesias,71,latin pop,"Mocedades, Raphael, José Luis Perales"
Barry Manilow,63,"adult standards, mellow gold, soft rock, yacht rock","Carpenters, Chicago, Sheena Easton"
Yseult,75,"french pop, r&b francais","Sevdaliza, Pabllo Vittar, Lady Gaga"
Stan Getz,67,"bebop, bossa nova, cool jazz, jazz, jazz saxophone, latin jazz, samba-jazz, vocal jazz","Astrud Gilberto, Luiz Bonfá, Chet Baker"
Flight Facilities,58,"aussietronica, australian dance, australian indie, indietronica, nu disco","Flume, Miami Horror, Chet Faker"
