listener,trackID,msPlayed
Ambre,T1913,353154
Ambre,T1914,1032358
Ambre,T1915,241849
Ambre,T1916,404532
Ambre,T1917,265910
Ambre,T1918,234097
Ambre,T6325,234097
Ambre,T1919,494532
Fanny,T1920,296400
Fanny,T1921,384600
Olivier,T1922,212500
Olivier,T1920,6401720
Olivier,T1923,2148591
Ambre,T1924,206463
Ambre,T1925,255060
Ambre,T1926,205493
Ambre,T1927,189602
Ambre,T1928,197253
Ambre,T1929,459078
Ambre,T1930,774310
Fanny,T1930,325124
Fanny,T1931,981204
Fanny,T1932,262786
Ambre,T1933,351680
Ambre,T1934,332868
Arnaud,T1935,303156
Arnaud,T1936,320596
Arnaud,T1937,293335
Arnaud,T1938,303496
Ambre,T1939,485217
Ambre,T1940,263148
Ambre,T1941,263148
Olivier,T1940,394723
Olivier,T1941,394723
Ambre,T1942,298817
Olivier,T1943,302307
Ambre,T1944,320152
Ambre,T1945,263744
Arnaud,T1945,3232860
Olivier,T1946,816424
Olivier,T1947,1564938
Olivier,T1948,7334289
Olivier,T1949,339111
Ambre,T1950,252995
Ambre,T1951,252995
Olivier,T1950,6498553
Olivier,T1951,6498553
Ambre,T1952,191144
Fanny,T1952,646133
Ambre,T1953,255482
Ambre,T1954,376736
Fanny,T1955,258950
Ambre,T1956,805169
Ambre,T1957,182778
Ambre,T1958,259917
Ambre,T1959,864903
Ambre,T1960,1053233
Arnaud,T1961,387688
Ambre,T1962,661365
Ambre,T1963,206920
Arnaud,T1964,280773
Arnaud,T1965,363540
Arnaud,T1966,253903
Arnaud,T1967,692364
Arnaud,T1968,1003142
Arnaud,T1969,2365636
Elwin,T1967,233270
Elwin,T1968,3588826
Arnaud,T1970,206368
Arnaud,T1971,332976
Elwin,T1972,318780
Arnaud,T1973,188202
Arnaud,T1974,6979653
Arnaud,T1975,180520
Arnaud,T1976,207444
Arnaud,T1977,229026
Arnaud,T1978,217690
Arnaud,T1979,220186
Arnaud,T1980,748428
Fanny,T1981,191822
Fanny,T1982,3079400
Arnaud,T1983,518799
Arnaud,T1984,410880
Elwin,T1985,402383
Olivier,T1986,280814
Olivier,T1987,397991
Olivier,T1988,647277
Arnaud,T1989,1071733
Arnaud,T1990,1161506
Arnaud,T1991,343533
Arnaud,T1992,674281
Arnaud,T1993,881714
Arnaud,T1994,2440606
Arnaud,T1995,549350
Arnaud,T1996,626311
Arnaud,T1997,306886
Arnaud,T6253,306886
Arnaud,T1998,809534
Arnaud,T1999,1058277
Arnaud,T2000,677450
Arnaud,T2001,773649
Arnaud,T2002,749250
Arnaud,T2003,330126
Arnaud,T2004,198394
Arnaud,T2005,337418
Fanny,T2006,647593
Olivier,T2007,259818
Arnaud,T2008,1030108
Elwin,T2008,6182965
Elwin,T2009,298366
Elwin,T2010,975848
Elwin,T2011,206092
Elwin,T2012,182370
Arnaud,T2013,867220
Arnaud,T2014,190997
Arnaud,T2015,898640
Elwin,T2014,1096750
Elwin,T2015,1551637
Fanny,T2013,638026
Fanny,T2014,189400
Fanny,T2015,1719899
Arnaud,T2016,491292
Arnaud,T2017,640000
Arnaud,T2018,306000
Arnaud,T2019,405000
Arnaud,T2020,879996
Arnaud,T2021,336382
Arnaud,T2022,593452
Arnaud,T2023,446895
Arnaud,T3618,446895
Arnaud,T2024,1024032
Arnaud,T2025,392727
Arnaud,T2026,995554
Arnaud,T2027,314284
Arnaud,T2028,685710
Arnaud,T2029,724525
Arnaud,T2030,631575
Arnaud,T2031,1045331
Arnaud,T2032,548568
Arnaud,T2033,1114832
Arnaud,T2034,372464
Arnaud,T2037,372464
Olivier,T2035,314463
Olivier,T2036,493393
Olivier,T2921,493393
Olivier,T2034,372465
Olivier,T2037,372465
Arnaud,T2038,2189621
Arnaud,T3648,2189621
Arnaud,T2039,282006
Arnaud,T2040,263282
Arnaud,T2041,541536
Arnaud,T2042,376713
Arnaud,T2043,924426
Olivier,T2043,307845
Olivier,T2044,347346
Arnaud,T2045,238180
Arnaud,T2046,329055
Arnaud,T2047,438355
Arnaud,T2048,340788
Arnaud,T2049,830409
Arnaud,T2050,400227
Arnaud,T2051,366615
Arnaud,T2052,289844
Arnaud,T2053,415713
Arnaud,T2054,419061
Arnaud,T2055,189802
Olivier,T2056,679183
Arnaud,T2057,244824
Arnaud,T2058,339327
Arnaud,T3959,339327
Arnaud,T2059,422360
Arnaud,T2060,301260
Arnaud,T2061,445500
Arnaud,T2062,360456
Arnaud,T2063,442376
Arnaud,T2064,214269
Arnaud,T2065,482692
Fanny,T2064,1011633
Arnaud,T2066,212546
Arnaud,T2067,342626
Arnaud,T2068,429533
Arnaud,T2069,328680
Arnaud,T2070,416480
Arnaud,T2071,301373
Arnaud,T2072,251293
Arnaud,T2073,240173
Arnaud,T2074,279773
Arnaud,T2075,511590
Arnaud,T2076,544626
Arnaud,T2077,275386
Arnaud,T2078,226413
Arnaud,T2079,553548
Arnaud,T2080,239213
Arnaud,T2081,353893
Arnaud,T2082,1934365
Arnaud,T2083,199456
Arnaud,T2084,232666
Arnaud,T2085,290840
Arnaud,T2086,345186
Arnaud,T2087,227866
Elwin,T2088,783161
Fanny,T2071,5336632
Arnaud,T2089,3767641
Elwin,T2089,1046545
Arnaud,T2090,6064294
Arnaud,T2091,211964
Arnaud,T2092,726388
Arnaud,T2093,432279
Arnaud,T2094,384464
Arnaud,T2095,247772
Arnaud,T2096,306348
Olivier,T2097,260127
Olivier,T2098,261835
Olivier,T2099,222617
Olivier,T2100,213087
Arnaud,T2101,333245
Arnaud,T3172,333245
Arnaud,T2102,400524
Arnaud,T2103,552036
Arnaud,T2104,266885
Arnaud,T2105,614190
Arnaud,T2106,191428
Arnaud,T2107,669464
Arnaud,T2108,530901
Arnaud,T2109,317418
Arnaud,T2110,340364
Arnaud,T2111,437154
Arnaud,T2112,388109
Arnaud,T2113,192866
Arnaud,T2114,309340
Arnaud,T2115,296052
Arnaud,T2116,776960
Arnaud,T2117,285253
Arnaud,T2118,189127
Arnaud,T2119,378609
Arnaud,T2120,255528
Arnaud,T2121,2527366
Arnaud,T2122,287419
Arnaud,T2123,861450
Elwin,T2123,7536467
Arnaud,T2124,287860
Arnaud,T2125,285714
Arnaud,T2126,410284
Arnaud,T2127,224186
Arnaud,T2128,267133
Arnaud,T4044,267133
Arnaud,T2129,194706
Arnaud,T2130,272026
Arnaud,T2131,232624
Arnaud,T2132,202626
Arnaud,T733,222866
Arnaud,T2133,222866
Arnaud,T2134,209047
Arnaud,T2135,202371
Arnaud,T2136,913193
Arnaud,T2137,458919
Arnaud,T2138,461571
Arnaud,T2139,213358
Arnaud,T2140,217036
Elwin,T2141,381118
Fanny,T2142,215011
Fanny,T2143,180013
Arnaud,T2144,616712
Arnaud,T2145,294573
Arnaud,T2154,294573
Arnaud,T2146,2199624
Arnaud,T2147,237200
Arnaud,T4557,237200
Arnaud,T2148,219353
Elwin,T2149,1107133
Elwin,T2144,3885067
Elwin,T2145,295543
Elwin,T2154,295543
Elwin,T2150,244108
Elwin,T2151,6941428
Elwin,T2152,363263
Elwin,T2153,2151575
Olivier,T2145,294574
Olivier,T2154,294574
Olivier,T2155,10066404
Olivier,T2156,181959
Arnaud,T2157,613360
Arnaud,T2158,187035
Arnaud,T2159,649350
Arnaud,T2160,552212
Arnaud,T2161,428860
Arnaud,T2162,2661024
Arnaud,T2163,231315
Arnaud,T2164,211146
Arnaud,T2165,2655646
Fanny,T2159,1927517
Fanny,T2166,763247
Fanny,T2167,2210879
Fanny,T2168,326826
Arnaud,T2169,309761
Arnaud,T2170,206320
Arnaud,T2171,271126
Arnaud,T2172,989300
Arnaud,T2173,609318
Arnaud,T2174,261666
Arnaud,T2175,203133
Arnaud,T2176,332533
Arnaud,T2177,1057489
Arnaud,T2178,570733
Arnaud,T2179,1392255
Arnaud,T2180,181765
Arnaud,T2181,217828
Fanny,T2181,267676
Fanny,T2182,729434
Arnaud,T2183,4918405
Arnaud,T2184,260880
Arnaud,T2185,207893
Arnaud,T2186,259973
Arnaud,T2187,184706
Arnaud,T2188,223773
Arnaud,T2189,3185463
Arnaud,T2190,1376738
Arnaud,T2191,559466
Arnaud,T2192,205426
Arnaud,T2193,214000
Arnaud,T2194,295343
Arnaud,T2195,3338604
Arnaud,T2196,298080
Arnaud,T2197,208826
Arnaud,T2198,219226
Arnaud,T2199,539440
Elwin,T2189,5566896
Elwin,T1457,295910
Elwin,T2200,295910
Arnaud,T2201,263773
Arnaud,T2202,515320
Olivier,T2203,418488
Arnaud,T2204,259310
Arnaud,T2205,323720
Arnaud,T2206,200547
Arnaud,T2207,280000
Arnaud,T2208,300722
Olivier,T2209,247727
Arnaud,T2210,281600
Arnaud,T2211,199506
Arnaud,T2212,234472
Elwin,T2213,224906
Elwin,T2214,407610
Elwin,T2215,560000
Arnaud,T2216,285280
Arnaud,T2217,332646
Arnaud,T2218,620896
Arnaud,T5386,620896
Arnaud,T6331,620896
Arnaud,T2219,313548
Arnaud,T2220,716661
Arnaud,T2221,627272
Olivier,T2222,183196
Arnaud,T2223,266824
Arnaud,T2224,421920
Arnaud,T2225,219266
Arnaud,T2226,345950
Elwin,T2226,1853468
Olivier,T2227,5153287
Arnaud,T2228,715977
Arnaud,T2229,1035418
Arnaud,T2230,518684
Arnaud,T2231,1352112
Arnaud,T1887,912348
Arnaud,T2232,912348
Arnaud,T2233,1238400
Arnaud,T2234,1313328
Arnaud,T2235,232272
Arnaud,T2236,409662
Fanny,T2236,221693
Fanny,T2237,267344
Fanny,T2238,211250
Arnaud,T2239,320000
Arnaud,T2240,277424
Arnaud,T2241,238553
Arnaud,T2242,264587
Arnaud,T2243,209106
Arnaud,T2244,6153502
Arnaud,T2245,594215
Arnaud,T2246,512195
Arnaud,T2247,239738
Arnaud,T2248,7199829
Arnaud,T2249,190653
Arnaud,T2250,216068
Arnaud,T2251,300219
Arnaud,T2252,373986
Elwin,T2253,184170
Arnaud,T2254,255493
Arnaud,T2255,916555
Arnaud,T2256,187486
Arnaud,T2257,1066440
Elwin,T2254,968219
Elwin,T2258,3908740
Elwin,T2259,434199
Elwin,T2260,442134
Elwin,T2261,226976
Elwin,T2262,1211142
Elwin,T2263,11602696
Elwin,T2264,328465
Arnaud,T2265,952243
Arnaud,T2266,840000
Arnaud,T975,378945
Arnaud,T2267,378945
Arnaud,T2268,435789
Arnaud,T2269,515378
Arnaud,T2270,387095
Elwin,T2269,2115819
Elwin,T2271,2110490
Elwin,T2272,1481958
Elwin,T2273,1776384
Elwin,T2274,526998
Elwin,T2275,1371845
Elwin,T2276,198206
Elwin,T2277,2058158
Elwin,T2278,643597
Elwin,T2279,364928
Arnaud,T2280,254263
Arnaud,T2281,925427
Arnaud,T2282,1246385
Elwin,T2283,966892
Elwin,T2284,325873
Elwin,T2285,929156
Fanny,T2286,183540
Fanny,T2281,369608
Fanny,T2282,238788
Arnaud,T2287,413874
Elwin,T2287,962072
Arnaud,T2288,7823995
Arnaud,T2289,695652
Arnaud,T2290,311250
Arnaud,T2291,242526
Arnaud,T2292,279250
Arnaud,T2293,768750
Arnaud,T2294,344000
Arnaud,T2295,542769
Olivier,T2296,295664
Olivier,T2297,274285
Arnaud,T2298,198196
Olivier,T2299,275901
Olivier,T2300,570919
Arnaud,T2301,5410110
Arnaud,T2302,1044363
Arnaud,T2303,198113
Arnaud,T2304,222314
Olivier,T2305,209814
Olivier,T2306,592793
Olivier,T2307,1089869
Olivier,T2308,721814
Olivier,T2309,1053845
Olivier,T2310,1034479
Olivier,T2311,790320
Olivier,T2312,472740
Olivier,T2313,715993
Olivier,T2314,615123
Olivier,T2315,918213
Olivier,T2316,1653117
Olivier,T2317,550415
Olivier,T2318,2119606
Olivier,T2319,937374
Olivier,T2320,1844242
Olivier,T2321,451867
Olivier,T2322,511828
Olivier,T2323,572238
Olivier,T2324,1799494
Olivier,T2325,440774
Olivier,T2326,689148
Olivier,T2327,405398
Olivier,T2328,790909
Olivier,T2329,805450
Olivier,T2330,643845
Olivier,T2331,926086
Olivier,T2332,734416
Olivier,T2333,853927
Olivier,T2334,594508
Olivier,T2335,3598117
Olivier,T2336,1063680
Olivier,T2337,942131
Olivier,T2338,537597
Olivier,T2339,2072830
Olivier,T2340,840544
Arnaud,T2341,194618
Olivier,T2341,388985
Arnaud,T2342,454092
Arnaud,T2343,326853
Arnaud,T2344,195346
Arnaud,T2345,1041386
Arnaud,T2346,218120
Arnaud,T2347,223522
Arnaud,T2348,628719
Arnaud,T2349,874298
Arnaud,T2350,705134
Fanny,T2351,626418
Arnaud,T2352,550604
Arnaud,T2353,185407
Fanny,T2353,2653933
Fanny,T2354,215226
Arnaud,T2355,656211
Arnaud,T2356,253373
Arnaud,T2357,231306
Elwin,T2355,3389506
Elwin,T2358,198793
Elwin,T2359,870434
Elwin,T2360,551766
Elwin,T2361,4954138
Elwin,T2362,3766981
Elwin,T2363,213876
Elwin,T626,4335761
Elwin,T2364,4335761
Elwin,T2365,3845619
Elwin,T2366,1450529
Elwin,T2367,4063158
Arnaud,T2368,281710
Arnaud,T2369,332642
Arnaud,T2370,424425
Arnaud,T2371,1239588
Arnaud,T2372,213698
Arnaud,T2373,316800
Arnaud,T2374,196791
Arnaud,T5290,196791
Arnaud,T2375,625857
Fanny,T2375,2568289
Arnaud,T2376,459000
Arnaud,T2377,265942
Arnaud,T2378,244544
Arnaud,T2379,528750
Arnaud,T2380,370908
Arnaud,T2381,276520
Arnaud,T2382,463096
Arnaud,T2383,360000
Arnaud,T2384,557688
Arnaud,T2385,261638
Arnaud,T2386,261638
Olivier,T2385,261234
Olivier,T2386,261234
Arnaud,T2387,289390
Arnaud,T2388,216022
Fanny,T2387,1155788
Fanny,T2389,339320
Fanny,T2388,1520593
Fanny,T2390,340320
Arnaud,T2391,325092
Elwin,T2391,204906
Arnaud,T2392,542769
Arnaud,T2393,206769
Arnaud,T2394,822666
Olivier,T2395,195072
Arnaud,T2396,369912
Arnaud,T2397,210840
Arnaud,T2398,195160
Arnaud,T2399,485409
Arnaud,T2400,318306
Arnaud,T2401,232773
Arnaud,T2402,199653
Arnaud,T2403,1312724
Arnaud,T2404,197882
Arnaud,T2405,185760
Arnaud,T2406,317729
Arnaud,T2407,281887
Arnaud,T2408,505842
Elwin,T2409,191920
Elwin,T2405,199734
Elwin,T2410,251998
Elwin,T2411,188664
Arnaud,T2412,231240
Arnaud,T2413,568457
Arnaud,T2414,245684
Olivier,T2415,520890
Arnaud,T2416,5911981
Arnaud,T2417,1237398
Arnaud,T2418,537048
Arnaud,T2419,275820
Arnaud,T2420,1078590
Arnaud,T2421,728723
Arnaud,T2422,392238
Arnaud,T2423,392238
Olivier,T2422,195758
Olivier,T2423,195758
Arnaud,T2424,180906
Arnaud,T2425,293293
Arnaud,T2426,213493
Elwin,T2424,835250
Elwin,T2427,9369157
Elwin,T2428,934233
Elwin,T2425,425371
Elwin,T2429,538814
Elwin,T2430,1883647
Elwin,T2426,4546765
Arnaud,T2431,337146
Arnaud,T2432,546605
Arnaud,T2433,209810
Arnaud,T2434,245960
Arnaud,T2435,708000
Arnaud,T2436,525404
Arnaud,T2437,454152
Arnaud,T2438,416841
Arnaud,T2439,716125
Arnaud,T2440,885259
Arnaud,T2441,572303
Arnaud,T2442,1157256
Arnaud,T6116,1157256
Arnaud,T2443,577662
Olivier,T2444,279814
Arnaud,T2445,420240
Arnaud,T2446,505823
Arnaud,T2447,11907397
Arnaud,T2448,217040
Arnaud,T2449,684196
Arnaud,T2450,608998
Arnaud,T2451,4025043
Arnaud,T2452,4040
Arnaud,T2453,1009652
Arnaud,T2454,3928181
Elwin,T2455,275470
Elwin,T2447,1722492
Elwin,T2456,700335
Elwin,T2457,4388007
Fanny,T2456,1007287
Arnaud,T2458,225242
Elwin,T2459,1384024
Elwin,T2460,396786
Elwin,T2461,187490
Elwin,T2458,2342416
Elwin,T2462,2238406
Elwin,T2463,286736
Elwin,T2464,263126
Elwin,T2465,6890323
Elwin,T2466,5215440
Elwin,T2467,2186067
Elwin,T2468,340285
Elwin,T2469,5247536
Elwin,T2470,300210
Elwin,T2471,657379
Arnaud,T2472,448632
Arnaud,T2473,271575
Arnaud,T2474,297520
Arnaud,T2475,268856
Arnaud,T2476,3871654
Arnaud,T2477,234519
Arnaud,T2478,326062
Elwin,T2479,450111
Elwin,T2480,3054664
Elwin,T2481,2486049
Elwin,T2482,827984
Elwin,T2483,197226
Elwin,T2484,9855585
Elwin,T2485,182855
Elwin,T2486,607335
Elwin,T2487,6077765
Elwin,T2488,2038026
Elwin,T2489,4821282
Elwin,T2490,3596956
Elwin,T2491,3392751
Elwin,T2492,443180
Elwin,T2493,261348
Elwin,T2476,9324572
Elwin,T2494,197483
Elwin,T2495,2446100
Elwin,T2496,7204090
Elwin,T2497,207600
Elwin,T2513,207600
Elwin,T2498,249452
Elwin,T2499,6697544
Elwin,T2500,1873462
Elwin,T2501,5088257
Elwin,T2502,325250
Elwin,T2503,545098
Elwin,T2504,3550450
Elwin,T2505,2183426
Elwin,T2506,5217195
Elwin,T2477,2805403
Elwin,T2507,510156
Elwin,T2508,3333539
Elwin,T2478,2618055
Elwin,T2509,335343
Elwin,T2510,238624
Elwin,T2511,333862
Elwin,T2512,2406641
Olivier,T2501,22396991
Olivier,T2497,718230
Olivier,T2513,718230
Olivier,T2514,626838
Olivier,T2478,7266540
Olivier,T2479,12931107
Olivier,T2476,72733267
Arnaud,T2515,195978
Elwin,T2516,1603665
Arnaud,T2517,869754
Arnaud,T2518,674667
Arnaud,T2519,237395
Arnaud,T2520,386666
Arnaud,T2521,209630
Arnaud,T2522,1214808
Arnaud,T2523,320000
Arnaud,T2524,185142
Arnaud,T2525,1093392
Arnaud,T2526,576501
Arnaud,T2527,569943
Arnaud,T2532,569943
Arnaud,T2528,423724
Arnaud,T2529,336000
Arnaud,T2530,396082
Arnaud,T2534,396082
Olivier,T2531,224681
Olivier,T2527,379954
Olivier,T2532,379954
Olivier,T2533,188412
Olivier,T2530,198042
Olivier,T2534,198042
Arnaud,T2535,309120
Olivier,T2536,186147
Arnaud,T2537,412640
Arnaud,T2538,218966
Elwin,T2539,184888
Elwin,T2538,454464
Elwin,T2540,237680
Elwin,T2541,712512
Elwin,T2542,560140
Fanny,T2543,2209275
Fanny,T2544,1254443
Fanny,T2538,217692
Fanny,T2542,1996526
Arnaud,T2545,251675
Arnaud,T2546,191511
Olivier,T2547,1698211
Olivier,T2967,1698211
Arnaud,T2548,182360
Elwin,T2549,521945
Elwin,T2550,1994575
Elwin,T2551,402709
Elwin,T2552,965261
Elwin,T2553,285200
Elwin,T2554,755996
Fanny,T2552,296302
Arnaud,T2555,857178
Arnaud,T2556,461250
Arnaud,T2557,254000
Arnaud,T2558,534748
Arnaud,T2559,470994
Arnaud,T2560,712599
Olivier,T2561,893127
Arnaud,T2562,4548010
Elwin,T2563,312586
Arnaud,T2564,260338
Arnaud,T2565,291200
Arnaud,T2566,304000
Arnaud,T2567,248000
Arnaud,T2568,3246122
Arnaud,T2569,268392
Arnaud,T2570,328184
Elwin,T2568,314297
Elwin,T2570,252050
Fanny,T2571,864228
Arnaud,T2572,592586
Fanny,T2573,259364
Fanny,T2572,5981738
Fanny,T2574,414452
Arnaud,T2575,687120
Arnaud,T2576,512112
Arnaud,T2577,294856
Arnaud,T2578,294856
Olivier,T2577,294632
Olivier,T2578,294632
Arnaud,T2579,240700
Arnaud,T2580,225640
Arnaud,T2581,235866
Fanny,T2580,214690
Fanny,T747,201566
Fanny,T2582,201566
Fanny,T2583,201554
Arnaud,T2584,291890
Arnaud,T2585,389939
Arnaud,T2586,3550843
Arnaud,T2587,813174
Arnaud,T2588,320000
Arnaud,T2589,340000
Arnaud,T6182,340000
Arnaud,T2590,246856
Olivier,T2591,251694
Arnaud,T1660,256155
Arnaud,T2592,256155
Arnaud,T2593,187263
Arnaud,T2594,771795
Arnaud,T2595,327289
Arnaud,T2596,367043
Arnaud,T2597,547263
Arnaud,T2598,519318
Arnaud,T2599,523690
Fanny,T2593,780192
Fanny,T2595,301496
Fanny,T2597,654538
Fanny,T2599,847826
Arnaud,T2600,203294
Arnaud,T2890,203294
Arnaud,T2601,205484
Elwin,T2601,205485
Olivier,T2602,1292375
Olivier,T2603,849995
Olivier,T2604,934725
Olivier,T2601,4314924
Olivier,T2605,1757555
Olivier,T2606,641097
Olivier,T2607,3026178
Arnaud,T2608,621712
Arnaud,T2609,191984
Arnaud,T2610,183203
Fanny,T2609,191984
Fanny,T2611,218522
Arnaud,T2612,372988
Arnaud,T2613,608205
Elwin,T2614,307700
Elwin,T2615,243962
Elwin,T2616,1076906
Elwin,T2617,546511
Elwin,T2618,483076
Fanny,T2613,1409960
Fanny,T2619,1823911
Fanny,T2614,3839107
Fanny,T2615,1675121
Fanny,T2616,917200
Fanny,T2620,3402320
Fanny,T2621,228933
Fanny,T2622,1884139
Olivier,T2615,4364638
Arnaud,T2623,533330
Arnaud,T2624,273374
Arnaud,T2625,389762
Arnaud,T2626,1392592
Olivier,T2625,389443
Arnaud,T2627,1145136
Arnaud,T2628,293684
Arnaud,T2629,750149
Arnaud,T2630,634734
Arnaud,T2631,206896
Arnaud,T2632,453030
Arnaud,T2633,750000
Arnaud,T2634,187857
Arnaud,T2635,420000
Arnaud,T2636,572283
Arnaud,T2637,713140
Olivier,T2638,302000
Arnaud,T2639,280976
Arnaud,T2640,475535
Arnaud,T2641,3999389
Arnaud,T5276,3999389
Arnaud,T2642,373580
Arnaud,T2643,2590763
Arnaud,T2644,542078
Arnaud,T2645,563128
Elwin,T2646,3859174
Elwin,T2647,4433120
Elwin,T2640,3694635
Elwin,T2648,2051401
Elwin,T2693,2051401
Elwin,T2649,769866
Elwin,T2650,597627
Elwin,T2651,3570788
Elwin,T2641,3642680
Elwin,T5276,3642680
Elwin,T2652,265997
Elwin,T2653,1749313
Elwin,T2654,1341498
Elwin,T2655,2651596
Elwin,T2656,12190985
Elwin,T2657,2162924
Elwin,T2658,518717
Elwin,T2659,304061
Elwin,T2643,2900924
Elwin,T2660,434323
Elwin,T2661,1234609
Elwin,T2644,221273
Elwin,T2645,6143242
Elwin,T2662,361285
Olivier,T2643,34676605
Arnaud,T2663,289410
Arnaud,T2664,187397
Arnaud,T2665,328500
Arnaud,T2666,321277
Arnaud,T2667,384004
Arnaud,T2668,411415
Arnaud,T2669,711764
Arnaud,T2670,536138
Arnaud,T2671,939678
Arnaud,T2672,2897267
Arnaud,T2673,858110
Arnaud,T2674,414207
Arnaud,T2675,229323
Arnaud,T2676,649369
Arnaud,T2677,247714
Arnaud,T2678,446142
Arnaud,T2679,180771
Arnaud,T2680,723000
Arnaud,T2681,6204504
Arnaud,T2682,278893
Arnaud,T2683,252973
Arnaud,T2684,313133
Fanny,T2685,1123579
Arnaud,T2686,218159
Arnaud,T2687,261520
Arnaud,T3610,261520
Arnaud,T6352,261520
Arnaud,T2688,189928
Arnaud,T2689,294666
Arnaud,T2690,242266
Fanny,T2690,271052
Fanny,T2691,332732
Arnaud,T2692,418876
Arnaud,T2648,246053
Arnaud,T2693,246053
Arnaud,T2694,354053
Arnaud,T2695,566573
Arnaud,T2696,3461995
Arnaud,T2697,2431758
Elwin,T2696,251936
Elwin,T2698,259851
Elwin,T2699,234960
Arnaud,T2700,337380
Arnaud,T2701,380386
Arnaud,T4066,380386
Arnaud,T795,296183
Arnaud,T2702,296183
Arnaud,T2703,613394
Arnaud,T2704,509732
Arnaud,T5200,509732
Arnaud,T2705,289022
Arnaud,T2706,300641
Arnaud,T2707,268733
Arnaud,T2708,233937
Arnaud,T2709,587182
Arnaud,T2710,198771
Elwin,T2711,2999802
Elwin,T2712,3280091
Elwin,T2713,208743
Elwin,T2710,867634
Arnaud,T2714,247293
Arnaud,T2715,242666
Arnaud,T2716,260573
Arnaud,T2717,253920
Arnaud,T2718,299040
Arnaud,T2719,290280
Arnaud,T2720,191946
Arnaud,T2721,289586
Arnaud,T2722,300826
Elwin,T2720,193786
Arnaud,T2723,6153941
Arnaud,T2724,385386
Arnaud,T2725,351332
Arnaud,T2726,777000
Arnaud,T2727,777000
Olivier,T2726,466199
Olivier,T2727,466199
Arnaud,T2728,240120
Arnaud,T1107,202107
Arnaud,T2729,202107
Arnaud,T2730,204933
Arnaud,T2731,3261966
Arnaud,T2732,201350
Elwin,T2732,2413507
Arnaud,T2733,797645
Arnaud,T2734,274284
Arnaud,T2735,550000
Arnaud,T2736,273102
Arnaud,T2737,438693
Olivier,T2738,693751
Arnaud,T2739,182692
Arnaud,T2740,425739
Arnaud,T2741,419796
Arnaud,T2742,323950
Arnaud,T2743,340250
Arnaud,T2744,254468
Arnaud,T2745,984865
Arnaud,T2746,3541961
Elwin,T2747,249512
Elwin,T2748,249512
Olivier,T2747,6612182
Olivier,T2748,6612182
Arnaud,T2749,866612
Arnaud,T5595,866612
Arnaud,T2750,243373
Fanny,T2751,2552544
Fanny,T2752,2552544
Olivier,T2751,606746
Olivier,T2752,606746
Arnaud,T2753,429683
Arnaud,T2754,431440
Arnaud,T2755,201990
Arnaud,T2756,267416
Arnaud,T2757,262818
Arnaud,T2758,780171
Arnaud,T2759,213693
Elwin,T2760,411462
Elwin,T2757,1494573
Elwin,T2761,3937429
Elwin,T2762,3446354
Elwin,T2763,4899721
Elwin,T2764,839692
Elwin,T2758,3837528
Elwin,T2765,2258107
Elwin,T2766,4592026
Elwin,T2767,1579947
Elwin,T2759,822707
Fanny,T2757,1117139
Fanny,T2761,9676480
Fanny,T2758,275290
Arnaud,T2768,266726
Arnaud,T2769,498030
Arnaud,T2770,868973
Arnaud,T2771,231659
Arnaud,T2772,533060
Arnaud,T2773,1319676
Arnaud,T2774,743768
Arnaud,T2775,184944
Arnaud,T2776,184375
Arnaud,T2777,181400
Arnaud,T2778,819473
Arnaud,T2779,494609
Elwin,T2780,211013
Elwin,T2772,251594
Elwin,T2774,293938
Elwin,T2773,198857
Elwin,T2781,521543
Fanny,T2782,583140
Fanny,T2783,8346113
Fanny,T2773,626831
Fanny,T2781,200563
Fanny,T2784,1889329
Fanny,T2776,3063361
Olivier,T2785,547383
Olivier,T2786,240054
Olivier,T2787,194633
Olivier,T2788,256940
Olivier,T2789,182700
Olivier,T2790,203506
Olivier,T2791,353539
Arnaud,T2792,360000
Arnaud,T2793,186666
Arnaud,T2794,315000
Arnaud,T2795,181935
Arnaud,T2796,324324
Olivier,T2797,320000
Olivier,T2798,184615
Arnaud,T874,471158
Arnaud,T2799,471158
Arnaud,T5299,471158
Arnaud,T2800,195548
Arnaud,T2801,243754
Arnaud,T2802,6179053
Arnaud,T5379,6179053
Arnaud,T2803,185415
Fanny,T2804,1557404
Olivier,T2805,2008087
Olivier,T2802,721494
Olivier,T5379,721494
Arnaud,T2806,238173
Arnaud,T2807,236362
Arnaud,T2808,1218910
Arnaud,T2809,840000
Arnaud,T2810,208941
Arnaud,T2811,531690
Arnaud,T2812,300922
Arnaud,T2813,822072
Arnaud,T2814,250972
Arnaud,T5959,250972
Arnaud,T2815,660883
Arnaud,T2816,300396
Arnaud,T2817,232650
Arnaud,T2818,355224
Arnaud,T2819,220792
Arnaud,T2820,555950
Arnaud,T2821,304164
Arnaud,T2822,652172
Arnaud,T2823,295702
Fanny,T2823,605080
Arnaud,T2824,965061
Arnaud,T2825,355812
Arnaud,T2826,483668
Arnaud,T2827,325000
Arnaud,T2828,184440
Arnaud,T2829,602158
Fanny,T2829,393618
Olivier,T2830,3455386
Arnaud,T2831,384506
Arnaud,T2832,3093835
Arnaud,T2833,356622
Elwin,T2833,6761022
Elwin,T2834,1967264
Elwin,T2835,226276
Elwin,T2836,285235
Elwin,T2838,285235
Elwin,T2837,2214140
Fanny,T2833,2355354
Fanny,T2834,220822
Olivier,T2836,25274620
Olivier,T2838,25274620
