listener,trackID,msPlayed
Ambre,T6096,366614
Arnaud,T1007,709597
Arnaud,T1010,709597
Arnaud,T1008,336000
Arnaud,T1009,336000
Olivier,T1008,655994
Olivier,T1009,655994
Olivier,T1007,288939
Olivier,T1010,288939
Ambre,T1011,281653
Ambre,T1012,528000
Ambre,T1013,228570
Ambre,T1014,301064
Arnaud,T1015,873406
Arnaud,T1016,1149580
Arnaud,T1018,1149580
Arnaud,T1017,276952
Fanny,T1016,294689
Fanny,T1018,294689
Olivier,T1016,32365368
Olivier,T1018,32365368
Ambre,T1019,218901
Ambre,T1020,192600
Ambre,T1021,209786
Ambre,T1022,559732
Ambre,T1023,199452
Ambre,T1024,225009
Ambre,T1025,359998
Ambre,T3206,359998
Ambre,T4638,359998
Ambre,T1026,219026
Ambre,T1027,620048
Ambre,T1028,492279
Ambre,T1029,769069
Ambre,T1030,236836
Arnaud,T1031,3121675
Elwin,T1030,975944
Elwin,T1031,1292318
Fanny,T1030,290885
Fanny,T1031,1698789
Ambre,T1032,1343528
Ambre,T1033,197440
Ambre,T1034,512465
Ambre,T1035,180506
Ambre,T1036,1144209
Ambre,T1037,1190316
Fanny,T1038,1095072
Fanny,T1032,3892881
Fanny,T1035,196997
Fanny,T1036,1004031
Ambre,T1039,849318
Ambre,T1040,339111
Arnaud,T1041,555414
Ambre,T1042,662330
Fanny,T1042,2534516
Fanny,T1043,209272
Ambre,T1044,197546
Ambre,T1045,204093
Ambre,T1053,204093
Ambre,T1046,325745
Elwin,T1047,230663
Elwin,T1048,742968
Elwin,T1045,423864
Elwin,T1053,423864
Fanny,T1049,782698
Fanny,T1050,211293
Fanny,T1051,839031
Fanny,T1052,8287321
Olivier,T1045,5918312
Olivier,T1053,5918312
Olivier,T1054,180694
Olivier,T1051,1036600
Olivier,T1055,1860179
Olivier,T1056,1279985
Ambre,T1057,778660
Ambre,T1058,198540
Arnaud,T1059,185520
Ambre,T1060,285005
Ambre,T4340,285005
Ambre,T1061,185133
Ambre,T1062,314754
Ambre,T1063,212983
Arnaud,T1064,266666
Arnaud,T1065,283478
Ambre,T1066,603978
Ambre,T1067,307742
Ambre,T1068,220277
Ambre,T1069,351175
Ambre,T5371,351175
Ambre,T1070,241240
Ambre,T1071,790345
Ambre,T1072,389079
Ambre,T1073,519329
Ambre,T1074,408232
Ambre,T1075,232104
Ambre,T1076,196851
Olivier,T1077,738602
Ambre,T1078,392738
Ambre,T1079,261902
Ambre,T1080,552888
Ambre,T1081,211352
Ambre,T1082,511041
Ambre,T1083,1389908
Ambre,T1084,180953
Ambre,T1085,180953
Olivier,T1084,723813
Olivier,T1085,723813
Ambre,T1086,396797
Ambre,T6171,396797
Arnaud,T1086,244059
Arnaud,T6171,244059
Ambre,T1087,199453
Olivier,T1088,565205
Ambre,T1089,293400
Ambre,T1090,602793
Arnaud,T1091,526046
Ambre,T1092,183760
Ambre,T1093,206853
Ambre,T1094,371461
Arnaud,T1095,188488
Elwin,T535,230440
Elwin,T1096,230440
Elwin,T1097,237093
Elwin,T1094,313436
Fanny,T535,226480
Fanny,T1096,226480
Fanny,T1098,429955
Fanny,T1099,297577
Fanny,T1100,297577
Olivier,T1099,1887785
Olivier,T1100,1887785
Ambre,T1101,228004
Ambre,T1103,228004
Arnaud,T1101,479161
Arnaud,T1103,479161
Arnaud,T1102,270506
Elwin,T1101,194008
Elwin,T1103,194008
Fanny,T1101,532956
Fanny,T1103,532956
Olivier,T1101,469988
Olivier,T1103,469988
Ambre,T1104,1090668
Ambre,T1105,180563
Ambre,T1106,1119751
Ambre,T1107,748474
Ambre,T2729,748474
Ambre,T1108,394225
Ambre,T1109,223840
Elwin,T1110,191066
Elwin,T1109,7909462
Elwin,T1111,201840
Elwin,T1112,256720
Elwin,T5919,256720
Elwin,T1113,1057775
Ambre,T1114,243933
Ambre,T1115,337733
Ambre,T6076,337733
Ambre,T1116,218626
Arnaud,T1117,3394999
Arnaud,T1118,259136
Elwin,T1118,240280
Elwin,T1119,246027
Fanny,T1115,338673
Fanny,T6076,338673
Ambre,T1120,221538
Ambre,T1121,270000
Ambre,T1122,269000
Ambre,T1123,301592
Ambre,T1124,235484
Ambre,T1125,594657
Ambre,T1126,1855407
Ambre,T1127,224258
Arnaud,T1128,190185
Arnaud,T1129,498146
Arnaud,T1130,267642
Arnaud,T1131,181862
Arnaud,T1132,225306
Arnaud,T1133,409280
Elwin,T1129,691638
Elwin,T1133,1115598
Elwin,T1134,202680
Olivier,T1135,2248405
Olivier,T3887,2248405
Ambre,T1136,192229
Ambre,T1137,415616
Ambre,T1138,567574
Ambre,T1139,224375
Fanny,T1139,762944
Olivier,T1140,362532
Ambre,T1141,331428
Ambre,T1142,262128
Ambre,T1143,245244
Elwin,T1143,215094
Ambre,T1144,228440
Fanny,T1145,263650
Fanny,T1146,627725
Ambre,T1147,211127
Ambre,T1148,627167
Ambre,T1149,212970
Ambre,T1150,218173
Ambre,T1184,218173
Ambre,T1151,424000
Arnaud,T1152,204840
Arnaud,T1153,194106
Arnaud,T1154,887280
Arnaud,T1155,209583
Arnaud,T1156,353158
Arnaud,T1157,366580
Arnaud,T1158,196218
Arnaud,T1159,470594
Arnaud,T1160,184881
Arnaud,T1161,1035716
Arnaud,T4319,1035716
Arnaud,T1162,218754
Arnaud,T1163,208505
Arnaud,T1164,2135768
Arnaud,T1165,380186
Arnaud,T1166,195351
Arnaud,T1150,218173
Arnaud,T1184,218173
Arnaud,T1167,188143
Arnaud,T1183,188143
Arnaud,T1168,189173
Arnaud,T1169,231613
Arnaud,T1170,406128
Arnaud,T1171,250280
Arnaud,T1172,203746
Arnaud,T1173,258004
Arnaud,T1355,258004
Arnaud,T1174,223624
Arnaud,T1151,636000
Arnaud,T1175,216080
Arnaud,T1176,223833
Arnaud,T1177,194607
Arnaud,T1178,182074
Arnaud,T1179,217783
Arnaud,T1180,209487
Arnaud,T1181,212040
Elwin,T1156,284219
Elwin,T1164,227882
Elwin,T1180,435794
Fanny,T1156,1676591
Fanny,T1182,771867
Fanny,T1151,276610
Olivier,T1180,8378440
Olivier,T1167,6825760
Olivier,T1183,6825760
Olivier,T1150,1090456
Olivier,T1184,1090456
Olivier,T1185,428000
Olivier,T1156,6181085
Ambre,T1186,185441
Olivier,T1187,756930
Olivier,T3273,756930
Olivier,T3629,756930
Ambre,T1188,431376
Ambre,T1189,484599
Ambre,T5627,484599
Ambre,T1190,299421
Ambre,T1191,418329
Ambre,T1192,244000
Ambre,T1193,211559
Fanny,T1194,430829
Fanny,T1195,5229856
Fanny,T1196,372375
Fanny,T1197,194866
Fanny,T1193,16304140
Fanny,T1198,269540
Ambre,T1199,206786
Ambre,T1200,180690
Ambre,T1201,456782
Ambre,T1202,241960
Ambre,T1203,1202348
Ambre,T1204,465939
Ambre,T1205,483916
Ambre,T1206,964582
Olivier,T1207,439730
Ambre,T1208,269403
Fanny,T1209,265680
Ambre,T1210,224640
Ambre,T1211,286536
Elwin,T1212,242997
Ambre,T1213,206639
Elwin,T1214,248107
Elwin,T1215,1070432
Elwin,T1213,630348
Elwin,T1216,338807
Ambre,T1217,304608
Ambre,T1218,236866
Arnaud,T1219,708880
Ambre,T1220,233986
Ambre,T1221,210290
Ambre,T1222,248030
Arnaud,T1223,283087
Arnaud,T1224,193507
Ambre,T1225,209066
Ambre,T1226,263863
Ambre,T1227,303171
Ambre,T4480,303171
Ambre,T1228,205506
Ambre,T1229,477778
Ambre,T1409,477778
Ambre,T1230,221772
Ambre,T1231,276352
Ambre,T1232,643311
Ambre,T1233,206671
Ambre,T1234,740409
Ambre,T1235,208080
Ambre,T1236,437220
Ambre,T1237,563077
Arnaud,T1238,253199
Ambre,T1239,375087
Ambre,T1240,190813
Ambre,T1241,385172
Ambre,T1242,182047
Ambre,T1243,438493
Fanny,T1244,949022
Fanny,T1243,2194426
Ambre,T1245,240624
Ambre,T1246,201159
Ambre,T1247,237200
Ambre,T1248,2056861
Ambre,T1249,1872331
Ambre,T1250,892221
Ambre,T1251,1256738
Arnaud,T1248,228453
Arnaud,T1252,228453
Arnaud,T1250,303213
Fanny,T1248,228453
Fanny,T1252,980423
Fanny,T1249,194157
Ambre,T1253,481148
Ambre,T1254,215360
Fanny,T1255,932848
Fanny,T1254,498452
Fanny,T1256,259809
Fanny,T1257,787038
Fanny,T1258,247773
Ambre,T1259,217906
Ambre,T1260,330417
Ambre,T1261,201154
Arnaud,T1262,318818
Arnaud,T1263,377466
Arnaud,T1264,1165934
Arnaud,T1265,402274
Arnaud,T1266,300000
Arnaud,T1267,280000
Arnaud,T1268,579044
Arnaud,T1269,716775
Arnaud,T1270,397401
Olivier,T1261,201155
Ambre,T1271,231960
Elwin,T1271,198553
Fanny,T1272,347056
Ambre,T1273,381538
Ambre,T1274,646161
Ambre,T1275,1046741
Ambre,T1276,2182933
Ambre,T1277,216107
Ambre,T1278,403440
Ambre,T1279,307826
Ambre,T1280,180840
Ambre,T1281,348212
Fanny,T1282,1827487
Fanny,T1283,904607
Fanny,T1284,665179
Fanny,T1278,754481
Fanny,T1280,648011
Ambre,T1285,282813
Fanny,T1286,693490
Fanny,T1285,1706837
Fanny,T1287,245418
Ambre,T1288,348924
Ambre,T1289,370240
Arnaud,T1290,747027
Arnaud,T1289,440831
Arnaud,T1291,273432
Arnaud,T1292,1712614
Ambre,T1293,187771
Ambre,T1294,307887
Ambre,T1295,262960
Arnaud,T1296,230001
Elwin,T1297,1329800
Fanny,T1298,239955
Fanny,T1297,265960
Fanny,T1295,525920
Fanny,T1296,495250
Ambre,T1299,255631
Ambre,T1300,196817
Ambre,T1301,226773
Ambre,T1302,2798019
Ambre,T1303,1608177
Ambre,T2886,1608177
Ambre,T6397,1608177
Ambre,T1304,1046864
Ambre,T1306,1046864
Ambre,T1305,194253
Fanny,T1299,1040775
Fanny,T1302,617839
Olivier,T1304,282813
Olivier,T1306,282813
Ambre,T1307,371457
Ambre,T1308,263533
Ambre,T1309,297612
Ambre,T1310,452970
Fanny,T1311,204480
Fanny,T1312,232732
Fanny,T1313,1755958
Fanny,T1314,549649
Fanny,T1519,549649
Fanny,T1531,549649
Fanny,T1310,1434091
Ambre,T1315,433215
Ambre,T1316,870576
Fanny,T1317,226020
Ambre,T1318,197972
Ambre,T1319,184638
Ambre,T1320,326393
Ambre,T1321,298317
Ambre,T1322,250893
Fanny,T1323,967150
Fanny,T1322,3738570
Ambre,T1324,237466
Fanny,T1325,248063
Ambre,T1326,338706
Arnaud,T1326,4178446
Ambre,T1327,234906
Ambre,T1328,359344
Ambre,T1329,410517
Ambre,T1330,183277
Ambre,T1331,1655142
Ambre,T1332,250521
Fanny,T1333,184865
Fanny,T1331,4965570
Ambre,T1334,456826
Arnaud,T1335,218350
Fanny,T1336,653434
Fanny,T1337,182800
Fanny,T1338,3230800
Fanny,T1334,1849676
Fanny,T1339,1367371
Fanny,T264,1332261
Fanny,T1340,1332261
Ambre,T1341,377807
Ambre,T1342,413146
Ambre,T1343,309600
Ambre,T1344,607176
Ambre,T1345,270000
Fanny,T380,863977
Fanny,T1346,863977
Olivier,T1347,5365182
Olivier,T1348,244037
Olivier,T1349,3811336
Olivier,T4645,3811336
Ambre,T1350,235800
Arnaud,T1351,235066
Arnaud,T1352,728160
Ambre,T1353,256198
Ambre,T1354,241092
Olivier,T1173,462267
Olivier,T1355,462267
Ambre,T1356,493838
Ambre,T1357,1310019
Ambre,T1358,200412
Ambre,T1359,222920
Ambre,T1360,446747
Ambre,T1476,446747
Ambre,T4732,446747
Ambre,T1361,830668
Ambre,T1362,226973
Ambre,T1363,213530
Arnaud,T1364,692066
Arnaud,T1365,2151149
Arnaud,T1366,3073297
Arnaud,T1367,1046980
Arnaud,T1368,747932
Arnaud,T1548,747932
Arnaud,T1360,280608
Arnaud,T1476,280608
Arnaud,T4732,280608
Arnaud,T1369,229413
Elwin,T1370,200573
Elwin,T1367,2025330
Elwin,T1371,244249
Fanny,T1372,324486
Fanny,T1357,224830
Fanny,T1371,455081
Olivier,T1373,1762779
Ambre,T1374,1140536
Ambre,T1375,384320
Ambre,T1376,261697
Ambre,T1377,203664
Ambre,T1378,699927
Ambre,T1379,350506
Fanny,T1380,189626
Ambre,T1381,193221
Ambre,T1382,247426
Elwin,T1383,410457
Ambre,T1384,352575
Arnaud,T1385,291890
Arnaud,T1386,355122
Arnaud,T1387,544864
Ambre,T1388,192277
Arnaud,T1389,188486
Olivier,T1390,4172915
Olivier,T1391,24023859
Olivier,T3394,24023859
Ambre,T1392,188332
Ambre,T1393,240000
Ambre,T1394,262346
Arnaud,T1395,319773
Arnaud,T1396,196466
Arnaud,T1397,528379
Arnaud,T1398,270426
Arnaud,T1399,839611
Arnaud,T1400,480380
Arnaud,T1401,195200
Arnaud,T1402,476532
Arnaud,T1403,296533
Arnaud,T1404,343133
Arnaud,T421,261026
Arnaud,T1405,261026
Arnaud,T5392,261026
Arnaud,T1406,250506
Arnaud,T1407,444611
Arnaud,T1408,261066
Arnaud,T1229,226853
Arnaud,T1409,226853
Arnaud,T1410,252306
Arnaud,T1411,251173
Arnaud,T1412,347640
Arnaud,T1394,1717268
Arnaud,T1413,536974
Arnaud,T1414,569600
Arnaud,T1415,249026
Arnaud,T1416,280173
Arnaud,T1417,1412403
Arnaud,T1418,397333
Arnaud,T1419,508932
Arnaud,T1420,274360
Arnaud,T1421,231360
Arnaud,T1422,209733
Arnaud,T1423,256840
Fanny,T1413,1288256
Ambre,T1424,607172
Fanny,T1425,229360
Ambre,T1426,224835
Ambre,T1427,223920
Ambre,T1428,200197
Ambre,T1429,223034
Ambre,T1430,273182
Ambre,T1431,185097
Arnaud,T1432,222522
Arnaud,T1433,184924
Arnaud,T1434,249142
Arnaud,T1430,321384
Elwin,T1433,311239
Elwin,T1430,2996229
Fanny,T1432,564043
Fanny,T1433,313475
Fanny,T1430,764480
Fanny,T1435,212288
Olivier,T1436,906355
Ambre,T1437,271442
Ambre,T1438,220160
Elwin,T1438,891645
Ambre,T1439,779816
Fanny,T1440,407385
Fanny,T1441,243410
Ambre,T1442,236751
Ambre,T1443,232130
Fanny,T1443,5710675
Ambre,T1444,243838
Arnaud,T1444,418034
Elwin,T1444,5175961
Elwin,T1445,236778
Ambre,T1446,255000
Ambre,T1447,188010
Arnaud,T1448,576519
Arnaud,T1449,362310
Arnaud,T1450,438432
Arnaud,T1451,310476
Arnaud,T1452,725245
Arnaud,T1453,1129864
Arnaud,T1454,506829
Arnaud,T1455,384624
Arnaud,T1456,221015
Arnaud,T1457,4580145
Arnaud,T2200,4580145
Olivier,T1458,350046
Ambre,T1459,361933
Ambre,T1460,530902
Arnaud,T1461,248519
Olivier,T1460,672974
Ambre,T1462,841358
Ambre,T1463,314053
Ambre,T1464,303370
Ambre,T1465,217333
Ambre,T1466,366016
Ambre,T1467,183999
Ambre,T1468,226328
Ambre,T1469,748768
Ambre,T1470,288000
Ambre,T1471,193228
Ambre,T1472,247899
Ambre,T1473,215992
Arnaud,T1474,730843
Fanny,T1475,3021687
Fanny,T1360,594795
Fanny,T1476,594795
Fanny,T4732,594795
Fanny,T1477,573326
Ambre,T1478,230013
Elwin,T1478,3731938
Fanny,T1478,10645522
Ambre,T1479,219813
Arnaud,T1480,367477
Fanny,T1481,212558
Fanny,T1482,203594
Fanny,T1486,203594
Olivier,T1483,2607996
Olivier,T1484,536280
Olivier,T1485,634807
Olivier,T1482,566700
Olivier,T1486,566700
Olivier,T1487,666678
Olivier,T1488,778413
Olivier,T1489,671439
Olivier,T1490,370638
Ambre,T1491,282619
Ambre,T1492,331900
Ambre,T1493,224516
Ambre,T1494,551092
Ambre,T1495,677142
Ambre,T1496,238400
Arnaud,T1497,414966
Arnaud,T1498,309000
Ambre,T1499,183808
Olivier,T1500,704233
Ambre,T1501,283806
Olivier,T1502,182019
Ambre,T1503,718726
Ambre,T1504,589425
Ambre,T1505,320938
Ambre,T1506,367625
Ambre,T1507,610724
Ambre,T1508,368000
Ambre,T1509,277500
Ambre,T1510,409232
Ambre,T1511,320730
Ambre,T1512,203254
Ambre,T1513,225568
Ambre,T1514,373447
Arnaud,T1515,267991
Arnaud,T1516,194266
Arnaud,T1532,194266
Arnaud,T1517,190786
Arnaud,T1518,521989
Arnaud,T1314,523612
Arnaud,T1519,523612
Arnaud,T1531,523612
Arnaud,T1520,205245
Arnaud,T1521,2308195
Fanny,T1522,765081
Fanny,T1523,398934
Fanny,T1524,193017
Fanny,T1514,225094
Fanny,T1525,814326
Fanny,T1526,211915
Fanny,T1527,1562493
Fanny,T1528,898727
Olivier,T1529,328320
Olivier,T1530,358612
Olivier,T1314,2123676
Olivier,T1519,2123676
Olivier,T1531,2123676
Olivier,T1516,194266
Olivier,T1532,194266
Olivier,T1533,516240
Olivier,T1534,1183000
Olivier,T1535,416799
Ambre,T1536,296714
Ambre,T1537,409552
Ambre,T1538,284866
Fanny,T1538,2861843
Ambre,T1539,237575
Ambre,T1540,482622
Ambre,T1541,496876
Ambre,T1542,1943909
Ambre,T1543,289045
Ambre,T1544,918879
Elwin,T1544,249441
Ambre,T1545,529903
Ambre,T1546,496182
Ambre,T1547,268218
Ambre,T1368,226692
Ambre,T1548,226692
Arnaud,T1549,397278
Arnaud,T1550,369720
Ambre,T1551,252560
Arnaud,T1552,322119
Elwin,T1553,339657
Fanny,T1554,285052
Ambre,T1555,428486
Ambre,T1556,503034
Ambre,T1557,180521
Ambre,T1558,203303
Ambre,T1559,549536
Ambre,T1560,446806
Ambre,T1561,441751
Ambre,T4971,441751
Ambre,T1562,470048
Arnaud,T1563,447986
Arnaud,T1564,831040
Arnaud,T1562,472745
Elwin,T1565,374365
Elwin,T1562,233712
Olivier,T1566,408588
Olivier,T1567,5658675
Olivier,T4407,5658675
Olivier,T5350,5658675
Ambre,T1568,321308
Ambre,T1569,451864
Ambre,T1570,359047
Ambre,T1571,197096
Ambre,T1572,193613
Ambre,T1573,218388
Ambre,T1574,223714
Ambre,T1575,289874
Ambre,T1576,254196
Fanny,T1577,1504227
Fanny,T1578,479261
Fanny,T1579,972388
Fanny,T1580,1717757
Fanny,T1576,1617444
Fanny,T1581,759530
Fanny,T1582,4259605
Ambre,T1583,499626
Ambre,T1584,250001
Olivier,T1585,1753191
Ambre,T1586,217775
Ambre,T1587,715304
Ambre,T1588,271572
Ambre,T1589,235133
Ambre,T1590,205380
Ambre,T1591,298662
Ambre,T1592,537000
Ambre,T1593,327894
Ambre,T1594,250769
Ambre,T1595,490908
Fanny,T1595,4587202
Ambre,T1596,190104
Ambre,T3698,190104
Ambre,T1597,378468
Ambre,T1598,378468
Elwin,T1597,1383520
Elwin,T1598,1383520
Olivier,T1597,6435974
Olivier,T1598,6435974
Ambre,T931,1098929
Ambre,T1599,1098929
Arnaud,T1600,326286
Arnaud,T1601,896000
Olivier,T1602,236407
Ambre,T1603,192150
Ambre,T1604,199226
Ambre,T1605,716000
Ambre,T1606,186833
Ambre,T1607,214506
Ambre,T1611,214506
Ambre,T5271,214506
Ambre,T1608,404666
Arnaud,T1609,370773
Fanny,T1610,867020
Fanny,T1608,203354
Olivier,T1607,2727630
Olivier,T1611,2727630
Olivier,T5271,2727630
Olivier,T1608,2427819
Olivier,T1612,1606083
Olivier,T1613,239014
Ambre,T1614,206992
Ambre,T1615,207881
Ambre,T1616,216133
Ambre,T1617,441792
Ambre,T1618,1536500
Olivier,T1619,1987791
Ambre,T1620,220894
Ambre,T1621,284200
Arnaud,T1622,7948783
Arnaud,T1623,4306167
Arnaud,T1624,493179
Arnaud,T1625,3574847
Arnaud,T1626,430240
Arnaud,T1627,304902
Arnaud,T1628,685877
Arnaud,T1629,296880
Arnaud,T1630,1961108
Arnaud,T1631,426091
Arnaud,T1632,615555
Arnaud,T1633,1253800
Arnaud,T1634,5836948
Arnaud,T5546,5836948
Arnaud,T1635,215897
Arnaud,T1636,728066
Arnaud,T1620,303324
Arnaud,T1637,8295368
Arnaud,T1638,808212
Arnaud,T1639,770120
Arnaud,T1640,1102296
Arnaud,T1641,393978
Arnaud,T1621,1381528
Arnaud,T1642,523092
Arnaud,T1643,580852
Arnaud,T1644,3099009
Arnaud,T1645,224597
Arnaud,T1646,1924671
Arnaud,T1647,289275
Elwin,T1646,290320
Olivier,T1645,7976862
Olivier,T1641,750374
Ambre,T1648,520500
Ambre,T1649,280000
Ambre,T1650,416565
Ambre,T1651,191420
Olivier,T1652,212441
Ambre,T1653,692000
Ambre,T1654,370186
Ambre,T1655,425177
Arnaud,T1656,219865
Arnaud,T1655,426508
Fanny,T1657,687070
Olivier,T1658,491425
Ambre,T1659,181180
Fanny,T1660,195811
Fanny,T2592,195811
Fanny,T1659,367580
Ambre,T1661,283422
Ambre,T1662,300086
Arnaud,T1663,382181
Arnaud,T1664,915194
Arnaud,T1665,250437
Elwin,T1663,195697
Elwin,T996,184889
Elwin,T1666,184889
Elwin,T1665,244236
Elwin,T1667,191623
Olivier,T1668,980695
Olivier,T996,2588438
Olivier,T1666,2588438
Olivier,T1669,1023928
Olivier,T1670,3299328
Ambre,T1671,291667
Olivier,T1672,278080
Olivier,T1673,583583
Ambre,T1674,197855
Ambre,T1675,216325
Arnaud,T1676,210368
Arnaud,T1675,690622
Ambre,T1677,292667
Ambre,T1678,696000
Ambre,T1679,205264
Ambre,T1680,257357
Arnaud,T1679,235511
Olivier,T1681,1995712
Olivier,T1682,1018755
Ambre,T1683,198452
Ambre,T1684,532373
Arnaud,T1685,1241724
Ambre,T1686,232106
Arnaud,T1686,228018
Ambre,T1687,232000
Ambre,T1688,368316
Arnaud,T1689,3126244
Fanny,T1690,987861
Fanny,T1691,262153
Fanny,T1692,6715491
Fanny,T1688,488181
Ambre,T1693,419280
Ambre,T1694,227786
Arnaud,T1695,200389
Arnaud,T1696,223547
Arnaud,T1697,5503671
Fanny,T1698,208800
Fanny,T1696,325573
Fanny,T1694,1974169
Fanny,T1699,4170359
Ambre,T1700,182418
Ambre,T1701,338529
Ambre,T1702,300698
Ambre,T1703,220386
Arnaud,T1704,3215141
Arnaud,T1705,244197
Ambre,T1706,458867
Ambre,T1707,241412
Ambre,T1708,474833
Olivier,T1709,2341333
Ambre,T1710,269928
Olivier,T1711,1029328
Olivier,T1712,540625
Olivier,T1713,9467132
Olivier,T1714,749683
Olivier,T1715,561714
Olivier,T1716,474285
Olivier,T1717,525948
Ambre,T1718,329142
Fanny,T1718,6038497
Ambre,T1719,316672
Ambre,T1720,181266
Elwin,T1721,338125
Elwin,T1722,276868
Elwin,T1720,1263582
Fanny,T1721,1852884
Fanny,T1720,181266
Ambre,T1723,218048
Ambre,T3868,218048
Ambre,T1724,375982
Ambre,T1725,238554
Ambre,T1726,375238
Ambre,T1727,191578
Fanny,T1728,278480
Fanny,T1729,878047
Olivier,T1730,2649663
Olivier,T1728,559770
Olivier,T1731,33901222
Ambre,T1732,691894
Arnaud,T1733,213706
Arnaud,T1734,3173396
Arnaud,T1732,183590
Arnaud,T1735,2445565
Elwin,T1736,216120
Elwin,T1737,224813
Elwin,T1732,410895
Olivier,T1738,467984
Ambre,T1739,207186
Ambre,T1740,563708
Ambre,T1741,185454
Ambre,T1742,182160
Arnaud,T1743,328416
Ambre,T1744,396480
Ambre,T1745,618060
Ambre,T1746,260998
Ambre,T1747,323998
Ambre,T1748,256673
Ambre,T1749,212459
Ambre,T1750,180055
Fanny,T1750,308021
Ambre,T1751,466854
Fanny,T1752,227470
Fanny,T1753,441876
Ambre,T1754,349157
Ambre,T1755,295383
Ambre,T1756,293331
Ambre,T1757,212090
Ambre,T1758,193684
Ambre,T1759,196471
Ambre,T1760,295098
Ambre,T1761,838151
Fanny,T1762,11713104
Fanny,T1763,419131
Fanny,T1761,1244674
Ambre,T1764,186666
Ambre,T1765,191733
Ambre,T1766,541500
Ambre,T1767,490806
Arnaud,T1768,4623785
Elwin,T1769,912740
Olivier,T1770,227826
Olivier,T1767,3141522
Ambre,T1771,225280
Elwin,T1771,296476
Fanny,T1771,717181
Ambre,T1772,195027
Fanny,T1773,306020
Fanny,T1774,312668
Fanny,T1775,362902
Fanny,T1776,1854363
Fanny,T1772,594940
Fanny,T1777,648531
Fanny,T1778,211018
Fanny,T1779,276119
Fanny,T1780,191290
Ambre,T1781,262600
Ambre,T1782,183374
Ambre,T1783,608056
Ambre,T1784,539718
Ambre,T1785,252323
Ambre,T1786,249057
Ambre,T1787,576000
Ambre,T1788,182794
Ambre,T1789,898196
Ambre,T1790,457280
Ambre,T1791,307252
Arnaud,T1792,314180
Arnaud,T1793,273708
Arnaud,T1794,256578
Ambre,T1795,204363
Ambre,T1796,180174
Ambre,T1797,277354
Fanny,T1798,647177
Fanny,T1799,1413635
Olivier,T1800,9358083
Olivier,T1801,1055147
Ambre,T1802,180373
Fanny,T1802,180373
Ambre,T1803,266826
Fanny,T1804,2380716
Fanny,T1803,7165348
Ambre,T1805,268565
Ambre,T1806,195745
Ambre,T1807,824872
Ambre,T1808,220688
Ambre,T1809,287397
Ambre,T1810,240406
Ambre,T1811,972615
Ambre,T1812,618511
Elwin,T1813,562201
Fanny,T1814,717259
Olivier,T1812,1206000
Olivier,T1815,202205
Ambre,T1816,508500
Ambre,T1817,508932
Ambre,T1818,329634
Arnaud,T1819,495576
Arnaud,T1820,527595
Arnaud,T1821,615576
Arnaud,T1822,452883
Arnaud,T4609,452883
Arnaud,T1823,444375
Ambre,T1824,207475
Ambre,T1825,441775
Ambre,T1826,390000
Ambre,T1827,258253
Ambre,T5695,258253
Olivier,T1828,412259
Ambre,T1829,324444
Ambre,T1830,388860
Ambre,T1831,244134
Ambre,T1832,209475
Fanny,T1833,1433946
Fanny,T1834,180692
Fanny,T1835,265144
Fanny,T1836,245127
Fanny,T1837,1385616
Fanny,T1838,1616460
Fanny,T1839,758477
Fanny,T1840,1734851
Fanny,T1841,3633102
Fanny,T1832,1134355
Ambre,T1842,229640
Elwin,T1843,242644
Elwin,T1844,219390
Elwin,T1842,719438
Fanny,T1842,307471
Olivier,T1845,221947
Ambre,T1846,291038
Arnaud,T1847,369086
Arnaud,T1848,315344
Arnaud,T1849,219733
Arnaud,T1850,185886
Ambre,T1851,220000
Ambre,T1852,684580
Ambre,T1853,398570
Ambre,T1854,313366
Arnaud,T1854,482148
Ambre,T1855,259333
Fanny,T1855,372541
Olivier,T1856,405836
Ambre,T1857,215520
Ambre,T1858,198461
Ambre,T1859,285285
Ambre,T1860,707035
Fanny,T1860,2216477
Ambre,T1861,224507
Ambre,T1862,210441
Ambre,T1863,207480
Ambre,T1864,414612
Ambre,T1865,258026
Arnaud,T1866,603568
Ambre,T1867,636397
Ambre,T1868,252920
Ambre,T1871,252920
Arnaud,T1869,730353
Olivier,T1870,254320
Olivier,T1868,3287960
Olivier,T1871,3287960
Ambre,T1872,379800
Ambre,T1873,480106
Ambre,T1874,243297
Ambre,T1875,323766
Arnaud,T1876,312000
Arnaud,T1877,442922
Arnaud,T1878,434666
Arnaud,T1879,392904
Olivier,T1880,312000
Ambre,T1881,186173
Ambre,T1882,215593
Ambre,T1883,750855
Ambre,T1884,414587
Elwin,T1885,231124
Olivier,T1886,1875517
Olivier,T1887,5101517
Olivier,T2232,5101517
Olivier,T1888,257572
Olivier,T1889,1208084
Ambre,T1890,213826
Fanny,T1891,225983
Fanny,T1892,192510
Fanny,T1893,244491
Olivier,T1894,228720
Olivier,T1895,260935
Olivier,T1896,206429
Olivier,T1897,229097
Olivier,T1898,195417
Olivier,T1899,249445
Olivier,T1900,228324
Olivier,T1901,202862
Olivier,T1902,1611164
Olivier,T1903,225027
Ambre,T1904,398000
Ambre,T1905,2273100
Ambre,T1906,607312
Ambre,T1907,290000
Ambre,T1908,368592
Ambre,T1909,265000
Ambre,T1910,250000
Ambre,T1911,453872
Ambre,T1912,435000
